comment_sentence_id,class,comment_sentence,category
4640,BuildType,if attr cmake build type env,4
4641,BuildType,"is none , then the build type will be inferred from cmakecache^txt .",4
4642,BuildType,"if cmakecache^txt does not exist,",4
4643,BuildType,os^environ cmake build type will be used.,4
4144,_OpNamespace,an op namespace to dynamically bind operators into python.,4
4145,_OpNamespace,say a user has created a custom operator called my namespace my op .,4
4146,_OpNamespace,to,4
5682,Unfold,"consider a batched attr input tensor of shape math n, c, ,",4
5683,Unfold,"where math n is the batch dimension, math c is the channel dimension,",4
4148,_OpNamespace,.,4
5684,Unfold,and math represent arbitrary spatial dimensions.,4
5685,Unfold,this operation flattens,4
4150,_OpNamespace,"instead, the",4
5686,Unfold,each sliding attr kernel size sized block within the spatial dimensions,4
4151,_OpNamespace,following sequence of magic tricks will occur,4
5687,Unfold,"of attr input into a column ie, last dimension of a 3 d attr output",4
4152,_OpNamespace,1,4
5688,Unfold,"tensor of shape math n, c times prod text kernel size , l , where",4
5689,Unfold,math c times prod text kernel size is the total number of values,4
5690,Unfold,within each block a block has math prod text kernel size spatial,4
4155,_OpNamespace,object called my namespace and set it as an attribute on the ops,4
5691,Unfold,"locations each containing a math c channeled vector , and math l is",4
4156,_OpNamespace,object.,4
5692,Unfold,the total number of such blocks,4
4157,_OpNamespace,2,4
5693,Unfold,math,4
4670,ConstantPad3d,"for n dimensional padding, use func torch^nn.functional^pad .",4
5694,Unfold,l prod d left lfloor frac text spatial size d 2 times text padding d %,4
4159,_OpNamespace,"the my namespace object, which will retrieve the operation via",4
5695,Unfold,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",4
4162,_OpNamespace,3,4
5698,Unfold,dimensions.,4
5699,Unfold,"therefore, indexing attr output at the last dimension column dimension",4
4164,_OpNamespace,then calls this new operation,4
5700,Unfold,gives all values within a certain block.,4
4165,_OpNamespace,and subsequent accesses will incur no further lookup the namespace and,4
4166,_OpNamespace,operation will already exist .,4
4685,ConstantPad3d,examples,4
4686,ConstantPad3d,"m nn^constantpad3d 3, 35",4
4687,ConstantPad3d,"input torch^randn 16, 3, 10, 20, 30",4
4688,ConstantPad3d,output m input,4
5712,Unfold,spatial dimensions.,4
4689,ConstantPad3d,# using different paddings for different sides,4
4690,ConstantPad3d,"m nn^constantpad3d 3, 3, 6, 6, 0, 1 , 35",4
4691,ConstantPad3d,output m input,4
5211,ExternalInitializer,this class is used in cases when the parameter should not be initialized by,4
5723,Unfold,replicated across all spatial dimensions.,4
5212,ExternalInitializer,"the initializer, but rather provided in the workspace when param init net is",4
5213,ExternalInitializer,executed.,4
5220,FisherSnedecor,example,4
5221,FisherSnedecor,"m fishersnedecor torch^tensor 10 , torch^tensor 20",4
5222,FisherSnedecor,m^sample # fisher snedecor distributed with df1 1 and df2 2,4
5223,FisherSnedecor,tensor 02453,4
5759,Unfold,"input math n, c,",4
5760,Unfold,"output math n, c times prod text kernel size , l as described above",4
5761,Unfold,examples,4
5762,Unfold,"unfold nn^unfold kernel size 2, 3",4
5763,Unfold,"input torch^randn 2, 5, 3, 4",4
5764,Unfold,output unfold input,4
5765,Unfold,"# each patch contains 30 values 2x3 6 vectors, each of 5 channels",4
5766,Unfold,# 4 blocks 2x3 kernels in total in the 3x4 input,4
5767,Unfold,output^size,4
5768,Unfold,"torch^size 2, 30, 4",4
5769,Unfold,# convolution is equivalent with unfold matrix multiplication fold or view to output shape,4
5770,Unfold,"inp torch^randn 1, 3, 10, 12",4
5771,Unfold,"w torch^randn 2, 3, 4, 5",4
5772,Unfold,"inp unf torch^nn.functional^unfold inp, 4, 5",4
5773,Unfold,"out unf inp unf^transpose 1, 2 ^matmul w^view w^size 0 , 1 ^t ^transpose 1, 2",4
5774,Unfold,"out torch^nn.functional^fold out unf, 7, 8 , 1, 1",4
5775,Unfold,"# or equivalently and avoiding a copy ,",4
5776,Unfold,"# out out unf^view 1, 2, 7, 8",4
5777,Unfold,"torch^nn.functional^conv2d inp, w out ^abs ^max",4
5778,Unfold,tensor 19073e 06,4
5292,Module,import torch^nn as nn,4
5293,Module,import torch^nn.functional as f,4
5294,Module,class model nn^module,4
5295,Module,def init self,4
5296,Module,"super model, self .",4
5297,Module,init,4
5298,Module,"self^conv1 nn^conv2d 1, 20, 5",4
5299,Module,"self^conv2 nn^conv2d 20, 20, 5",4
5300,Module,"def forward self, x",4
5301,Module,x f^relu self^conv1 x,4
5302,Module,return f^relu self^conv2 x,4
4792,Conv3d,examples,4
4793,Conv3d,# with square kernels and equal stride,4
4794,Conv3d,"m nn^conv3d 16, 33, 3, stride 2",4
4795,Conv3d,# non square kernels and unequal stride and with padding,4
4796,Conv3d,"m nn^conv3d 16, 33, 3, 5, 2 , stride 2, 1, 1 , padding 4, 2, 0",4
4797,Conv3d,"input torch^randn 20, 16, 10, 50, 100",4
4798,Conv3d,output m input,4
5327,MultiLabelMarginLoss,"text loss x, y sum ij frac max 0, 1 x y j x i text x^size 0",4
4307,AdaptiveMaxPool3d,examples,4
4308,AdaptiveMaxPool3d,# target output size of 5x7x9,4
4309,AdaptiveMaxPool3d,"m nn^adaptivemaxpool3d 5,7,9",4
4310,AdaptiveMaxPool3d,"input torch^randn 1, 64, 8, 9, 10",4
4311,AdaptiveMaxPool3d,output m input,4
4312,AdaptiveMaxPool3d,# target output size of 7x7x7 cube,4
4313,AdaptiveMaxPool3d,m nn^adaptivemaxpool3d 7,4
4314,AdaptiveMaxPool3d,"input torch^randn 1, 64, 10, 9, 8",4
4315,AdaptiveMaxPool3d,output m input,4
4316,AdaptiveMaxPool3d,# target output size of 7x9x8,4
4318,AdaptiveMaxPool3d,"input torch^randn 1, 64, 10, 9, 8",4
4319,AdaptiveMaxPool3d,output m input,4
5369,MultiLabelMarginLoss,examples,4
5370,MultiLabelMarginLoss,loss nn^multilabelmarginloss,4
5371,MultiLabelMarginLoss,"x torch^floattensor 01, 02, 04, 08",4
5372,MultiLabelMarginLoss,"# for target y, only consider labels 3 and 0, not after label 1",4
5373,MultiLabelMarginLoss,"y torch^longtensor 3, 0, 1, 1",4
5374,MultiLabelMarginLoss,"loss x, y",4
5375,MultiLabelMarginLoss,# 025 1 01 02 1 01 04 1 08 02 1 08 04,4
5376,MultiLabelMarginLoss,tensor 08500,4
5893,UseOptimizer,example usage with brew,4
5894,UseOptimizer,with useoptimizer optim,4
5895,UseOptimizer,brew^func,4
5896,UseOptimizer,with useoptimizer weight weight optim,4
5897,UseOptimizer,brew^func,4
5898,UseOptimizer,"with useoptimizer default optim, bias bias optim,",4
5899,UseOptimizer,weight weight optim,4
5900,UseOptimizer,brew^func,4
5902,UseOptimizer,brew^func,4
5903,UseOptimizer,with useoptimizer optim2,4
5904,UseOptimizer,brew^func,4
4895,CyclicLR,exp range a cycle that scales initial amplitude by math text gamma ^ text cycle iterations,4
4395,BatchNorm1d,examples,4
4396,BatchNorm1d,# with learnable parameters,4
4397,BatchNorm1d,m nn^batchnorm1d 100,4
4398,BatchNorm1d,# without learnable parameters,4
4400,BatchNorm1d,"input torch^randn 20, 100",4
4401,BatchNorm1d,output m input,4
5429,NetModifier,example usage,4
5430,NetModifier,modifier somenetmodifier opts,4
5431,NetModifier,modifier net,4
5445,OneHotCategorical,example,4
5446,OneHotCategorical,"m onehotcategorical torch^tensor 025, 025, 025, 025",4
5447,OneHotCategorical,"m^sample # equal probability of 0, 1, 2, 3",4
5448,OneHotCategorical,"tensor 0., 0., 0., 1.",4
5465,Poisson,"samples are nonnegative integers, with a pmf given by",4
5466,Poisson,math,4
5468,Poisson,example,4
5469,Poisson,m poisson torch^tensor 4,4
5470,Poisson,m^sample,4
5471,Poisson,tensor 3.,4
4964,CyclicLR,example,4
4965,CyclicLR,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",4
4966,CyclicLR,"scheduler torch^optim.lr scheduler^cycliclr optimizer, base lr 001, max lr 01",4
4967,CyclicLR,data loader torch^utils.data^dataloader .,4
4968,CyclicLR,for epoch in range 10,4
4969,CyclicLR,for batch in data loader,4
4970,CyclicLR,train batch .,4
4971,CyclicLR,scheduler^step,4
4482,BCEWithLogitsLoss,it s possible to trade off recall and precision by adding weights to positive examples.,4
4493,BCEWithLogitsLoss,"for example, if a dataset contains 100 positive and 300 negative examples of a single class,",4
5518,SGD,example,4
4495,BCEWithLogitsLoss,the loss would act as if the dataset contains math 3 times 100 300 positive examples.,4
5519,SGD,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",4
4496,BCEWithLogitsLoss,examples,4
5520,SGD,optimizer^zero grad,4
4497,BCEWithLogitsLoss,"target torch^ones 10, 64 , dtype torch^float32 # 64 classes, batch size 10",4
5521,SGD,"loss fn model input , target ^backward",4
4498,BCEWithLogitsLoss,"output torch^full 10, 64 , 0999 # a prediction logit",4
5522,SGD,optimizer^step,4
4499,BCEWithLogitsLoss,pos weight torch^ones 64 # all weights are equal to 1,4
4500,BCEWithLogitsLoss,criterion torch^nn.bcewithlogitsloss pos weight pos weight,4
5012,DiagonalTensor,this class has limited utility and is mostly useful for verifying that the,4
4501,BCEWithLogitsLoss,"criterion output, target # log sigmoid 0999",4
5013,DiagonalTensor,dispatch mechanism works as expected.,4
4502,BCEWithLogitsLoss,tensor 03135,4
5014,DiagonalTensor,it is based on the diagonalarray,4
5015,DiagonalTensor,example in the numpy documentation.,4
4533,BCEWithLogitsLoss,"pos weight tensor, optional a weight of positive examples.",4
4541,BCEWithLogitsLoss,examples,4
4542,BCEWithLogitsLoss,loss nn^bcewithlogitsloss,4
5566,StackTransform,example,4
4543,BCEWithLogitsLoss,"input torch^randn 3, requires grad true",4
5567,StackTransform,"x torch^stack torch^range 1, 10 , torch^range 1, 10 , dim 1",4
4544,BCEWithLogitsLoss,target torch^empty 3 ^random 2,4
5568,StackTransform,"t stacktransform exptransform , identity transform , dim 1",4
4545,BCEWithLogitsLoss,"output loss input, target",4
5569,StackTransform,y t x,4
4546,BCEWithLogitsLoss,output^backward,4
5590,Task,example,4
5591,Task,from net builder import ops,4
5592,Task,"with node trainer , task name my task , num instances 2",4
5593,Task,with ops^task init,4
5594,Task,globl ops^const 0,4
5595,Task,with ops^task instance init,4
5596,Task,local ops^const 0,4
5597,Task,with ops^loop 100,4
5598,Task,"ops^copy globl, local",4
5599,Task,with ops^task instance exit,4
5600,Task,"ops^add globl, local , globl",4
5601,Task,with ops^task exit,4
5602,Task,"ops^mul globl, globl , globl",4
5603,Task,the task above will create 2 instances that will run in parallel.,4
5604,Task,"each instance will copy local to globl 100 times, then add local",4
5605,Task,to globl once.,4
5606,Task,"the mul will only execute once, after all the instances",4
5607,Task,of the task have finished.,4
5116,EmbeddingBag,examples,4
5117,EmbeddingBag,# an embedding module containing 10 tensors of size 3,4
5118,EmbeddingBag,"embedding sum nn^embeddingbag 10, 3, mode sum",4
5119,EmbeddingBag,# a batch of 2 samples of 4 indices each,4
5936,PreparedRequest,usage,4
5937,PreparedRequest,import requests,4
5938,PreparedRequest,"req requests^request get , https httpbin^org get",4
5939,PreparedRequest,r req^prepare,4
5940,PreparedRequest,r,4
5941,PreparedRequest,preparedrequest get,4
5942,PreparedRequest,s requests^session,4
5943,PreparedRequest,s^send r,4
5944,PreparedRequest,response 200,4
128,BaseCommand,wrapped with begin and commit .,2
129,BaseCommand,default value is,2
321,DblFromGeom,in by reference as the last argument.,2
130,BaseCommand,false .,2
131,BaseCommand,requires migrations checks,2
132,BaseCommand,"a boolean if true , the command prints a warning if the set of",2
133,BaseCommand,migrations on disk don t match the migrations in the database.,2
134,BaseCommand,requires system checks,2
135,BaseCommand,"a boolean if true , entire django project will be checked for errors",2
8,AppConfigStub,only provides a label and a dict of models.,2
136,BaseCommand,prior to executing the command.,2
520,MigrationGraph,"a node should be a tuple app path, migration name .",2
138,BaseCommand,to validate an individual application s models,2
139,BaseCommand,"rather than all applications models, call",2
140,BaseCommand,"self^check app configs from handle , where app configs",2
141,BaseCommand,is the list of application s configuration provided by the,2
142,BaseCommand,app registry.,2
400,IntFromGeom,"argument is a geometry, return type is an integer.",2
797,StaticFilesHandler,"wsgi middleware that intercepts calls to the static files directory, as",2
798,StaticFilesHandler,"defined by the static url setting, and serves those files.",2
865,UserCreationForm,"a form that creates a user, with no privileges, from the given username and",2
866,UserCreationForm,password.,2
483,Migration,it will have one or more,2
484,Migration,of the following attributes,2
485,Migration,"operations a list of operation instances, probably from django^db.migrations^operations",2
486,Migration,"dependencies a list of tuples of app path, migration name",2
487,Migration,"run before a list of tuples of app path, migration name",2
488,Migration,replaces a list of migration names,2
811,TemplateDoesNotExist,optional arguments,2
812,TemplateDoesNotExist,backend,2
814,TemplateDoesNotExist,tried,2
816,TemplateDoesNotExist,this,2
817,TemplateDoesNotExist,"is formatted as a list of tuples containing origin, status , where",2
818,TemplateDoesNotExist,origin is an origin object or duck type and status is a string with the,2
819,TemplateDoesNotExist,reason the template wasn t found.,2
820,TemplateDoesNotExist,chain,2
821,TemplateDoesNotExist,a list of intermediate templatedoesnotexist exceptions.,2
822,TemplateDoesNotExist,this is used to,2
823,TemplateDoesNotExist,encapsulate multiple exceptions when loading templates from multiple,2
824,TemplateDoesNotExist,engines.,2
121,BaseCommand,several attributes affect behavior at various steps along the way,2
122,BaseCommand,help,2
314,CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,2
123,BaseCommand,"a short description of the command, which will be printed in",2
125,BaseCommand,output transaction,2
253,Choices,class for creating enumerated choices.,2
126,BaseCommand,a boolean indicating whether the command outputs sql,2
127,BaseCommand,"statements if true , the output will automatically be",2
916,Audio,parameters,2
917,Audio,"data numpy array, list, unicode, str or bytes",2
918,Audio,can be one of,2
919,Audio,numpy 1d array containing the desired waveform mono,2
920,Audio,numpy 2d array containing waveforms for each channel.,2
921,Audio,"shape nchan, nsamples .",2
922,Audio,"for the standard channel order, see",2
923,Audio,http msdn^microsoft.com en us library windows hardware dn653308 v vs.85 ^aspx,2
924,Audio,list of float or integer representing the waveform mono,2
925,Audio,string containing the filename,2
926,Audio,bytestring containing raw pcm data or,2
927,Audio,url pointing to a file on the web.,2
928,Audio,"if the array option is used, the waveform will be normalized.",2
929,Audio,"if a filename or url is used, the format support will be browser",2
930,Audio,dependent.,2
931,Audio,url unicode,2
932,Audio,a url to download the data from.,2
933,Audio,filename unicode,2
934,Audio,path to a local file to load the data from.,2
935,Audio,embed boolean,2
936,Audio,should the audio data be embedded using a data uri true or should,2
937,Audio,the original source be referenced.,2
938,Audio,set this to true if you want the,2
939,Audio,audio to playable later with no internet connection in the notebook.,2
940,Audio,"default is true , unless the keyword argument url is set, then",2
1196,YouTubeVideo,other parameters can be provided as documented at,2
941,Audio,default value is false .,2
1197,YouTubeVideo,https developers^google.com youtube player parameters#parameters,2
942,Audio,rate integer,2
943,Audio,the sampling rate of the raw data.,2
944,Audio,only required when data parameter is being used as an array,2
945,Audio,autoplay bool,2
946,Audio,set to true if the audio should immediately start playing.,2
947,Audio,default is false .,2
948,Audio,normalize bool,2
949,Audio,whether audio should be normalized rescaled to the maximum possible,2
950,Audio,range.,2
951,Audio,default is true .,2
952,Audio,"when set to false , data must be between",2
953,Audio,"1 and 1 inclusive , otherwise an error is raised.",2
954,Audio,applies only when data is a list or array of samples other types of,2
955,Audio,audio are never normalized.,2
1283,ConfigDict,should be used with an empty list or dictionary as a default value.,2
1273,ConfigDict,each variable definition expects three values,2
1274,ConfigDict,1,2
1275,ConfigDict,a human readable description of what the variable is,2
1276,ConfigDict,2,2
1277,ConfigDict,a data type sanity check,2
1278,ConfigDict,3,2
1279,ConfigDict,a default value,2
2048,PlotAccessor,name from matplotlib.,2
2049,PlotAccessor,"colorbar bool, optional",2
2050,PlotAccessor,"if true, plot colorbar only relevant for scatter and hexbin",2
2051,PlotAccessor,plots .,2
2052,PlotAccessor,position float,2
2053,PlotAccessor,specify relative alignments for bar plot layout.,2
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,2
2055,PlotAccessor,default is 05,2
2056,PlotAccessor,center .,2
2057,PlotAccessor,"table bool, series or dataframe, default false",2
2058,PlotAccessor,"if true, draw a table using the data in the dataframe and the data",2
2059,PlotAccessor,will be transposed to meet matplotlib s default layout.,2
2060,PlotAccessor,"if a series or dataframe is passed, use passed data to draw a",2
2061,PlotAccessor,table.,2
2062,PlotAccessor,"yerr dataframe, series, array like, dict and str",2
2063,PlotAccessor,see ref plotting with error bars visualization^errorbars for,2
2064,PlotAccessor,detail.,2
2065,PlotAccessor,"xerr dataframe, series, array like, dict and str",2
2066,PlotAccessor,equivalent to yerr.,2
2067,PlotAccessor,"mark right bool, default true",2
2068,PlotAccessor,"when using a secondary y axis, automatically mark the column",2
2069,PlotAccessor,labels with right in the legend.,2
2070,PlotAccessor,"include bool bool, default is false",2
2071,PlotAccessor,"if true, boolean values can be plotted.",2
2072,PlotAccessor,"backend str, default none",2
2073,PlotAccessor,backend to use instead of the backend specified in the option,2
2074,PlotAccessor,plotting^backend .,2
2075,PlotAccessor,"for instance, matplotlib .",2
2076,PlotAccessor,"alternatively, to",2
2077,PlotAccessor,"specify the plotting^backend for the whole session, set",2
2079,PlotAccessor,versionadded 10.0,2
2080,PlotAccessor,kwargs,2
2081,PlotAccessor,options to pass to matplotlib plotting method.,2
2082,PlotAccessor,returns,2
2083,PlotAccessor,class matplotlib^axes.axes or numpy^ndarray of them,2
2084,PlotAccessor,"if the backend is not the default matplotlib one, the return value",2
2085,PlotAccessor,will be the object returned by the backend.,2
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,2
2091,PlotAccessor,default is 05,2
1588,BooleanArray,parameters,2
1589,BooleanArray,values numpy^ndarray,2
1590,BooleanArray,a 1 d boolean dtype array with the data.,2
1591,BooleanArray,mask numpy^ndarray,2
1592,BooleanArray,a 1 d boolean dtype array indicating missing values true,2
1593,BooleanArray,indicates missing .,2
1849,ExcelFile,parameters,2
1594,BooleanArray,"copy bool, default false",2
1850,ExcelFile,"io str, path object pathlib^path or py.",2
1595,BooleanArray,whether to copy the values and mask arrays.,2
1851,ExcelFile,"path^local.localpath ,",2
1852,ExcelFile,"a file like object, xlrd workbook or openpypl workbook.",2
1853,ExcelFile,"if a string or path object, expected to be a path to xls, xlsx or odf file.",2
1854,ExcelFile,"engine str, default none",2
1855,ExcelFile,"if io is not a buffer or path, this must be set to identify io.",2
1856,ExcelFile,"acceptable values are none, xlrd , openpyxl or odf .",2
1857,ExcelFile,note that odf reads tables out of opendocument formatted files.,2
1885,IntegerArray,parameters,2
1886,IntegerArray,values numpy^ndarray,2
1887,IntegerArray,a 1 d integer dtype array.,2
1888,IntegerArray,mask numpy^ndarray,2
1889,IntegerArray,a 1 d boolean dtype array indicating missing values.,2
1890,IntegerArray,"copy bool, default false",2
1891,IntegerArray,whether to copy the values and mask .,2
1646,CategoricalDtype,parameters,2
1647,CategoricalDtype,"categories sequence, optional",2
1648,CategoricalDtype,"must be unique, and must not contain any nulls.",2
1649,CategoricalDtype,"ordered bool or none, default false",2
1650,CategoricalDtype,whether or not this categorical is treated as a ordered categorical.,2
1651,CategoricalDtype,none can be used to maintain the ordered value of existing categoricals when,2
1652,CategoricalDtype,"used in operations that combine categoricals, eg astype, and will resolve to",2
1653,CategoricalDtype,false if there is no existing ordered to maintain.,2
2211,SelectNSeries,parameters,2
2212,SelectNSeries,obj series,2
2213,SelectNSeries,n int,2
2214,SelectNSeries,"keep first , last , default first",2
2215,SelectNSeries,returns,2
2216,SelectNSeries,nordered series,2
1960,IntervalDtype,parameters,2
1961,IntervalDtype,"subtype str, np^dtype",2
1962,IntervalDtype,the dtype of the interval bounds.,2
1710,CategoricalIndex,parameters,2
1711,CategoricalIndex,data array like 1 dimensional,2
1712,CategoricalIndex,the values of the categorical.,2
1713,CategoricalIndex,"if categories are given, values not in",2
1714,CategoricalIndex,categories will be replaced with nan.,2
1715,CategoricalIndex,"categories index like, optional",2
1716,CategoricalIndex,the categories for the categorical.,2
1717,CategoricalIndex,items need to be unique.,2
1718,CategoricalIndex,"if the categories are not given here and also not in dtype , they",2
1719,CategoricalIndex,will be inferred from the data .,2
1720,CategoricalIndex,"ordered bool, optional",2
1721,CategoricalIndex,whether or not this categorical is treated as an ordered,2
1722,CategoricalIndex,categorical.,2
1723,CategoricalIndex,"if not given here or in dtype , the resulting",2
1724,CategoricalIndex,categorical will be unordered.,2
1725,CategoricalIndex,"dtype categoricaldtype or category , optional",2
1726,CategoricalIndex,"if class categoricaldtype , cannot be used together with",2
1727,CategoricalIndex,categories or ordered .,2
1728,CategoricalIndex,versionadded 021.0,2
1984,PlotAccessor,make plots of series or dataframe.,2
1729,CategoricalIndex,"copy bool, default false",2
1730,CategoricalIndex,make a copy of input ndarray.,2
1986,PlotAccessor,option plotting^backend .,2
1731,CategoricalIndex,"name object, optional",2
1732,CategoricalIndex,name to be stored in the index.,2
1988,PlotAccessor,parameters,2
1989,PlotAccessor,data series or dataframe,2
1990,PlotAccessor,the object for which the method is called.,2
2247,StringArray,warning,2
1991,PlotAccessor,"x label or position, default none",2
1992,PlotAccessor,only used if data is a dataframe.,2
1993,PlotAccessor,"y label, position or list of label, positions, default none",2
2250,StringArray,parts of the api may change without warning.,2
1994,PlotAccessor,allows plotting of one column versus another.,2
1995,PlotAccessor,only used if data is a,2
1996,PlotAccessor,dataframe.,2
2253,StringArray,parameters,2
1997,PlotAccessor,kind str,2
2254,StringArray,values array like,2
1998,PlotAccessor,the kind of plot to produce,2
2255,StringArray,the array of data.,2
1999,PlotAccessor,line line plot default,2
2256,StringArray,warning,2
2000,PlotAccessor,bar vertical bar plot,2
2257,StringArray,"currently, this expects an object dtype ndarray",2
2001,PlotAccessor,barh horizontal bar plot,2
2258,StringArray,where the elements are python strings.,2
2002,PlotAccessor,hist histogram,2
2259,StringArray,this may,2
2003,PlotAccessor,box boxplot,2
2004,PlotAccessor,kde kernel density estimation plot,2
2261,StringArray,"copy bool, default false",2
2005,PlotAccessor,density same as kde,2
2006,PlotAccessor,area area plot,2
2007,PlotAccessor,pie pie plot,2
2008,PlotAccessor,scatter scatter plot,2
2009,PlotAccessor,hexbin hexbin plot.,2
2010,PlotAccessor,"figsize a tuple width, height in inches",2
2011,PlotAccessor,"use index bool, default true",2
2012,PlotAccessor,use index as ticks for x axis.,2
2013,PlotAccessor,title str or list,2
2014,PlotAccessor,title to use for the plot.,2
2015,PlotAccessor,"if a string is passed, print the string",2
2016,PlotAccessor,at the top of the figure.,2
2017,PlotAccessor,if a list is passed and subplots is,2
2018,PlotAccessor,"true, print each item in the list above the corresponding subplot.",2
2019,PlotAccessor,"grid bool, default none matlab style default",2
2020,PlotAccessor,axis grid lines.,2
2021,PlotAccessor,legend bool or reverse,2
2022,PlotAccessor,place legend on axis subplots.,2
2023,PlotAccessor,style list or dict,2
2024,PlotAccessor,the matplotlib line style per column.,2
2025,PlotAccessor,"logx bool or sym , default false",2
2026,PlotAccessor,use log scaling or symlog scaling on x axis.,2
2027,PlotAccessor,versionchanged 025.0,2
2028,PlotAccessor,logy bool or sym default false,2
2029,PlotAccessor,use log scaling or symlog scaling on y axis.,2
2030,PlotAccessor,versionchanged 025.0,2
2031,PlotAccessor,"loglog bool or sym , default false",2
2032,PlotAccessor,use log scaling or symlog scaling on both x and y axes.,2
2033,PlotAccessor,versionchanged 025.0,2
2034,PlotAccessor,xticks sequence,2
2035,PlotAccessor,values to use for the xticks.,2
2036,PlotAccessor,yticks sequence,2
2037,PlotAccessor,values to use for the yticks.,2
2038,PlotAccessor,xlim 2 tuple list,2
2039,PlotAccessor,ylim 2 tuple list,2
2040,PlotAccessor,"rot int, default none",2
2041,PlotAccessor,"rotation for ticks xticks for vertical, yticks for horizontal",2
2042,PlotAccessor,plots .,2
2043,PlotAccessor,"fontsize int, default none",2
2044,PlotAccessor,font size for xticks and yticks.,2
2045,PlotAccessor,"colormap str or matplotlib colormap object, default none",2
2046,PlotAccessor,colormap to select colors from.,2
2047,PlotAccessor,"if string, load colormap with that",2
3075,Markup,passing an object to the constructor converts it to text and wraps,2
3076,Markup,it to mark it safe without escaping.,2
3077,Markup,"to escape the text, use the",2
3078,Markup,meth escape class method instead.,2
2571,Environment,instances of this class may be modified if,2
2572,Environment,they are not shared and if no template was loaded so far.,2
2573,Environment,modifications on environments after the first template was loaded,2
2574,Environment,will lead to surprising effects and undefined behavior.,2
2575,Environment,here are the possible initialization parameters,2
2576,Environment,block start string,2
2577,Environment,the string marking the beginning of a block.,2
3601,Path,the path type is similar to the class file type but it performs,2
2578,Environment,defaults to % .,2
2579,Environment,block end string,2
2580,Environment,the string marking the end of a block.,2
3604,Path,handle it returns just the filename.,2
2581,Environment,defaults to % .,2
3605,Path,"secondly, it can perform various",2
2582,Environment,variable start string,2
2583,Environment,the string marking the beginning of a print statement.,2
2584,Environment,defaults to .,2
2585,Environment,variable end string,2
3609,Path,"param exists if set to true, the file or directory needs to exist for",2
2586,Environment,the string marking the end of a print statement.,2
3610,Path,this value to be valid.,2
2587,Environment,defaults to,2
3611,Path,if this is not required and a,2
2588,Environment,comment start string,2
3612,Path,"file does indeed not exist, then all further checks are",2
2589,Environment,the string marking the beginning of a comment.,2
3613,Path,silently skipped.,2
3614,Path,param file okay controls if a file is a possible value.,2
2591,Environment,comment end string,2
3615,Path,param dir okay controls if a directory is a possible value.,2
2592,Environment,the string marking the end of a comment.,2
3617,Path,"param readable if true, a readable check is performed.",2
2594,Environment,line statement prefix,2
3618,Path,"param resolve path if this is true, then the path is fully resolved",2
2595,Environment,"if given and a string, this will be used as prefix for line based",2
3619,Path,before the value is passed onwards.,2
2596,Environment,statements.,2
3620,Path,this means,2
2597,Environment,see also ref line statements .,2
2598,Environment,line comment prefix,2
3622,Path,it,2
2599,Environment,"if given and a string, this will be used as prefix for line based",2
3623,Path,"will not expand a tilde prefix, as this is",2
2600,Environment,comments.,2
3624,Path,supposed to be done by the shell only.,2
2601,Environment,see also ref line statements .,2
3625,Path,"param allow dash if this is set to true , a single dash to indicate",2
2602,Environment,versionadded 22,2
2603,Environment,trim blocks,2
3627,Path,param path type optionally a string type that should be used to,2
2604,Environment,if this is set to true the first newline after a block is,2
3628,Path,represent the path.,2
2605,Environment,"removed block, not variable tag!",2
3629,Path,the default is none which,2
2606,Environment,.,2
3631,Path,unicode depending on what makes most sense given the,2
2608,Environment,lstrip blocks,2
2609,Environment,if this is set to true leading spaces and tabs are stripped,2
2610,Environment,from the start of a line to a block.,2
2612,Environment,newline sequence,2
2613,Environment,the sequence that starts a newline.,2
2614,Environment,"must be one of r ,",2
2615,Environment,n or r n .,2
2616,Environment,the default is n which is a,2
2617,Environment,useful default for linux and os x systems as well as web,2
2618,Environment,applications.,2
2619,Environment,keep trailing newline,2
2620,Environment,preserve the trailing newline when rendering templates.,2
2621,Environment,"the default is false , which causes a single newline,",2
2622,Environment,"if present, to be stripped from the end of the template.",2
2623,Environment,versionadded 27,2
2624,Environment,extensions,2
2626,Environment,this can either be import paths,2
2627,Environment,as strings or extension classes.,2
2628,Environment,for more information have a,2
2630,Environment,optimized,2
2631,Environment,should the optimizer be enabled?,2
2632,Environment,default is true .,2
2633,Environment,undefined,2
2636,Environment,finalize,2
2637,Environment,a callable that can be used to process the result of a variable,2
2638,Environment,expression before it is output.,2
2639,Environment,for example one can convert,2
2640,Environment,none implicitly into an empty string here.,2
2641,Environment,autoescape,2
2642,Environment,if set to true the xml html autoescaping feature is enabled by,2
2643,Environment,default.,2
3667,PoolManager,param num pools,2
2644,Environment,for more details about autoescaping see,2
3668,PoolManager,number of connection pools to cache before discarding the least,2
2645,Environment,class jinja2^utils.markup .,2
3669,PoolManager,recently used pool.,2
2646,Environment,as of jinja 24 this can also,2
3670,PoolManager,param headers,2
2647,Environment,be a callable that is passed the template name and has to,2
