comment_sentence_id,class,comment_sentence,category
8,AppConfigStub,only provides a label and a dict of models.,Parameters
136,BaseCommand,prior to executing the command.,Parameters
520,MigrationGraph,"a node should be a tuple app path, migration name .",Parameters
138,BaseCommand,to validate an individual application s models,Parameters
139,BaseCommand,"rather than all applications models, call",Parameters
140,BaseCommand,"self^check app configs from handle , where app configs",Parameters
141,BaseCommand,is the list of application s configuration provided by the,Parameters
142,BaseCommand,app registry.,Parameters
400,IntFromGeom,"argument is a geometry, return type is an integer.",Parameters
797,StaticFilesHandler,"wsgi middleware that intercepts calls to the static files directory, as",Parameters
798,StaticFilesHandler,"defined by the static url setting, and serves those files.",Parameters
865,UserCreationForm,"a form that creates a user, with no privileges, from the given username and",Parameters
866,UserCreationForm,password.,Parameters
483,Migration,it will have one or more,Parameters
484,Migration,of the following attributes,Parameters
485,Migration,"operations a list of operation instances, probably from django^db.migrations^operations",Parameters
486,Migration,"dependencies a list of tuples of app path, migration name",Parameters
487,Migration,"run before a list of tuples of app path, migration name",Parameters
488,Migration,replaces a list of migration names,Parameters
811,TemplateDoesNotExist,optional arguments,Parameters
812,TemplateDoesNotExist,backend,Parameters
814,TemplateDoesNotExist,tried,Parameters
816,TemplateDoesNotExist,this,Parameters
817,TemplateDoesNotExist,"is formatted as a list of tuples containing origin, status , where",Parameters
818,TemplateDoesNotExist,origin is an origin object or duck type and status is a string with the,Parameters
819,TemplateDoesNotExist,reason the template wasn t found.,Parameters
820,TemplateDoesNotExist,chain,Parameters
821,TemplateDoesNotExist,a list of intermediate templatedoesnotexist exceptions.,Parameters
822,TemplateDoesNotExist,this is used to,Parameters
823,TemplateDoesNotExist,encapsulate multiple exceptions when loading templates from multiple,Parameters
824,TemplateDoesNotExist,engines.,Parameters
121,BaseCommand,several attributes affect behavior at various steps along the way,Parameters
122,BaseCommand,help,Parameters
314,CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,Parameters
123,BaseCommand,"a short description of the command, which will be printed in",Parameters
125,BaseCommand,output transaction,Parameters
253,Choices,class for creating enumerated choices.,Parameters
126,BaseCommand,a boolean indicating whether the command outputs sql,Parameters
127,BaseCommand,"statements if true , the output will automatically be",Parameters
916,Audio,parameters,Parameters
917,Audio,"data numpy array, list, unicode, str or bytes",Parameters
918,Audio,can be one of,Parameters
919,Audio,numpy 1d array containing the desired waveform mono,Parameters
920,Audio,numpy 2d array containing waveforms for each channel.,Parameters
921,Audio,"shape nchan, nsamples .",Parameters
922,Audio,"for the standard channel order, see",Parameters
923,Audio,http msdn^microsoft.com en us library windows hardware dn653308 v vs.85 ^aspx,Parameters
924,Audio,list of float or integer representing the waveform mono,Parameters
925,Audio,string containing the filename,Parameters
926,Audio,bytestring containing raw pcm data or,Parameters
927,Audio,url pointing to a file on the web.,Parameters
928,Audio,"if the array option is used, the waveform will be normalized.",Parameters
929,Audio,"if a filename or url is used, the format support will be browser",Parameters
930,Audio,dependent.,Parameters
931,Audio,url unicode,Parameters
932,Audio,a url to download the data from.,Parameters
933,Audio,filename unicode,Parameters
934,Audio,path to a local file to load the data from.,Parameters
935,Audio,embed boolean,Parameters
936,Audio,should the audio data be embedded using a data uri true or should,Parameters
937,Audio,the original source be referenced.,Parameters
938,Audio,set this to true if you want the,Parameters
939,Audio,audio to playable later with no internet connection in the notebook.,Parameters
940,Audio,"default is true , unless the keyword argument url is set, then",Parameters
1196,YouTubeVideo,other parameters can be provided as documented at,Parameters
941,Audio,default value is false .,Parameters
1197,YouTubeVideo,https developers^google.com youtube player parameters#parameters,Parameters
942,Audio,rate integer,Parameters
943,Audio,the sampling rate of the raw data.,Parameters
944,Audio,only required when data parameter is being used as an array,Parameters
945,Audio,autoplay bool,Parameters
946,Audio,set to true if the audio should immediately start playing.,Parameters
947,Audio,default is false .,Parameters
948,Audio,normalize bool,Parameters
949,Audio,whether audio should be normalized rescaled to the maximum possible,Parameters
950,Audio,range.,Parameters
951,Audio,default is true .,Parameters
952,Audio,"when set to false , data must be between",Parameters
953,Audio,"1 and 1 inclusive , otherwise an error is raised.",Parameters
954,Audio,applies only when data is a list or array of samples other types of,Parameters
955,Audio,audio are never normalized.,Parameters
1283,ConfigDict,should be used with an empty list or dictionary as a default value.,Parameters
1273,ConfigDict,each variable definition expects three values,Parameters
1274,ConfigDict,1,Parameters
1275,ConfigDict,a human readable description of what the variable is,Parameters
1276,ConfigDict,2,Parameters
1277,ConfigDict,a data type sanity check,Parameters
1278,ConfigDict,3,Parameters
1279,ConfigDict,a default value,Parameters
2048,PlotAccessor,name from matplotlib.,Parameters
2049,PlotAccessor,"colorbar bool, optional",Parameters
2050,PlotAccessor,"if true, plot colorbar only relevant for scatter and hexbin",Parameters
2051,PlotAccessor,plots .,Parameters
2052,PlotAccessor,position float,Parameters
2053,PlotAccessor,specify relative alignments for bar plot layout.,Parameters
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,Parameters
2055,PlotAccessor,default is 05,Parameters
2056,PlotAccessor,center .,Parameters
2057,PlotAccessor,"table bool, series or dataframe, default false",Parameters
2058,PlotAccessor,"if true, draw a table using the data in the dataframe and the data",Parameters
2059,PlotAccessor,will be transposed to meet matplotlib s default layout.,Parameters
2060,PlotAccessor,"if a series or dataframe is passed, use passed data to draw a",Parameters
2061,PlotAccessor,table.,Parameters
2062,PlotAccessor,"yerr dataframe, series, array like, dict and str",Parameters
2063,PlotAccessor,see ref plotting with error bars visualization^errorbars for,Parameters
2064,PlotAccessor,detail.,Parameters
2065,PlotAccessor,"xerr dataframe, series, array like, dict and str",Parameters
2066,PlotAccessor,equivalent to yerr.,Parameters
2067,PlotAccessor,"mark right bool, default true",Parameters
2068,PlotAccessor,"when using a secondary y axis, automatically mark the column",Parameters
2069,PlotAccessor,labels with right in the legend.,Parameters
2070,PlotAccessor,"include bool bool, default is false",Parameters
2071,PlotAccessor,"if true, boolean values can be plotted.",Parameters
2072,PlotAccessor,"backend str, default none",Parameters
2073,PlotAccessor,backend to use instead of the backend specified in the option,Parameters
2074,PlotAccessor,plotting^backend .,Parameters
2075,PlotAccessor,"for instance, matplotlib .",Parameters
2076,PlotAccessor,"alternatively, to",Parameters
2077,PlotAccessor,"specify the plotting^backend for the whole session, set",Parameters
2079,PlotAccessor,versionadded 10.0,Parameters
2080,PlotAccessor,kwargs,Parameters
2081,PlotAccessor,options to pass to matplotlib plotting method.,Parameters
2082,PlotAccessor,returns,Parameters
2083,PlotAccessor,class matplotlib^axes.axes or numpy^ndarray of them,Parameters
2084,PlotAccessor,"if the backend is not the default matplotlib one, the return value",Parameters
2085,PlotAccessor,will be the object returned by the backend.,Parameters
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,Parameters
2091,PlotAccessor,default is 05,Parameters
1588,BooleanArray,parameters,Parameters
1589,BooleanArray,values numpy^ndarray,Parameters
1590,BooleanArray,a 1 d boolean dtype array with the data.,Parameters
1591,BooleanArray,mask numpy^ndarray,Parameters
1592,BooleanArray,a 1 d boolean dtype array indicating missing values true,Parameters
1593,BooleanArray,indicates missing .,Parameters
1849,ExcelFile,parameters,Parameters
1594,BooleanArray,"copy bool, default false",Parameters
1850,ExcelFile,"io str, path object pathlib^path or py.",Parameters
1595,BooleanArray,whether to copy the values and mask arrays.,Parameters
1851,ExcelFile,"path^local.localpath ,",Parameters
1852,ExcelFile,"a file like object, xlrd workbook or openpypl workbook.",Parameters
1853,ExcelFile,"if a string or path object, expected to be a path to xls, xlsx or odf file.",Parameters
1854,ExcelFile,"engine str, default none",Parameters
1855,ExcelFile,"if io is not a buffer or path, this must be set to identify io.",Parameters
1856,ExcelFile,"acceptable values are none, xlrd , openpyxl or odf .",Parameters
1857,ExcelFile,note that odf reads tables out of opendocument formatted files.,Parameters
1885,IntegerArray,parameters,Parameters
1886,IntegerArray,values numpy^ndarray,Parameters
1887,IntegerArray,a 1 d integer dtype array.,Parameters
1888,IntegerArray,mask numpy^ndarray,Parameters
1889,IntegerArray,a 1 d boolean dtype array indicating missing values.,Parameters
1890,IntegerArray,"copy bool, default false",Parameters
1891,IntegerArray,whether to copy the values and mask .,Parameters
1646,CategoricalDtype,parameters,Parameters
1647,CategoricalDtype,"categories sequence, optional",Parameters
1648,CategoricalDtype,"must be unique, and must not contain any nulls.",Parameters
1649,CategoricalDtype,"ordered bool or none, default false",Parameters
1650,CategoricalDtype,whether or not this categorical is treated as a ordered categorical.,Parameters
1651,CategoricalDtype,none can be used to maintain the ordered value of existing categoricals when,Parameters
1652,CategoricalDtype,"used in operations that combine categoricals, eg astype, and will resolve to",Parameters
1653,CategoricalDtype,false if there is no existing ordered to maintain.,Parameters
2211,SelectNSeries,parameters,Parameters
2212,SelectNSeries,obj series,Parameters
2213,SelectNSeries,n int,Parameters
2214,SelectNSeries,"keep first , last , default first",Parameters
2215,SelectNSeries,returns,Parameters
2216,SelectNSeries,nordered series,Parameters
1960,IntervalDtype,parameters,Parameters
1961,IntervalDtype,"subtype str, np^dtype",Parameters
1962,IntervalDtype,the dtype of the interval bounds.,Parameters
1710,CategoricalIndex,parameters,Parameters
1711,CategoricalIndex,data array like 1 dimensional,Parameters
1712,CategoricalIndex,the values of the categorical.,Parameters
1713,CategoricalIndex,"if categories are given, values not in",Parameters
1714,CategoricalIndex,categories will be replaced with nan.,Parameters
1715,CategoricalIndex,"categories index like, optional",Parameters
1716,CategoricalIndex,the categories for the categorical.,Parameters
1717,CategoricalIndex,items need to be unique.,Parameters
1718,CategoricalIndex,"if the categories are not given here and also not in dtype , they",Parameters
1719,CategoricalIndex,will be inferred from the data .,Parameters
1720,CategoricalIndex,"ordered bool, optional",Parameters
1721,CategoricalIndex,whether or not this categorical is treated as an ordered,Parameters
1722,CategoricalIndex,categorical.,Parameters
1723,CategoricalIndex,"if not given here or in dtype , the resulting",Parameters
1724,CategoricalIndex,categorical will be unordered.,Parameters
1725,CategoricalIndex,"dtype categoricaldtype or category , optional",Parameters
1726,CategoricalIndex,"if class categoricaldtype , cannot be used together with",Parameters
1727,CategoricalIndex,categories or ordered .,Parameters
1728,CategoricalIndex,versionadded 021.0,Parameters
1984,PlotAccessor,make plots of series or dataframe.,Parameters
1729,CategoricalIndex,"copy bool, default false",Parameters
1730,CategoricalIndex,make a copy of input ndarray.,Parameters
1986,PlotAccessor,option plotting^backend .,Parameters
1731,CategoricalIndex,"name object, optional",Parameters
1732,CategoricalIndex,name to be stored in the index.,Parameters
1988,PlotAccessor,parameters,Parameters
1989,PlotAccessor,data series or dataframe,Parameters
1990,PlotAccessor,the object for which the method is called.,Parameters
2247,StringArray,warning,Parameters
1991,PlotAccessor,"x label or position, default none",Parameters
1992,PlotAccessor,only used if data is a dataframe.,Parameters
1993,PlotAccessor,"y label, position or list of label, positions, default none",Parameters
2250,StringArray,parts of the api may change without warning.,Parameters
1994,PlotAccessor,allows plotting of one column versus another.,Parameters
1995,PlotAccessor,only used if data is a,Parameters
1996,PlotAccessor,dataframe.,Parameters
2253,StringArray,parameters,Parameters
1997,PlotAccessor,kind str,Parameters
2254,StringArray,values array like,Parameters
1998,PlotAccessor,the kind of plot to produce,Parameters
2255,StringArray,the array of data.,Parameters
1999,PlotAccessor,line line plot default,Parameters
2256,StringArray,warning,Parameters
2000,PlotAccessor,bar vertical bar plot,Parameters
2257,StringArray,"currently, this expects an object dtype ndarray",Parameters
2001,PlotAccessor,barh horizontal bar plot,Parameters
2258,StringArray,where the elements are python strings.,Parameters
2002,PlotAccessor,hist histogram,Parameters
2259,StringArray,this may,Parameters
2003,PlotAccessor,box boxplot,Parameters
2004,PlotAccessor,kde kernel density estimation plot,Parameters
2261,StringArray,"copy bool, default false",Parameters
2005,PlotAccessor,density same as kde,Parameters
2006,PlotAccessor,area area plot,Parameters
2007,PlotAccessor,pie pie plot,Parameters
2008,PlotAccessor,scatter scatter plot,Parameters
2009,PlotAccessor,hexbin hexbin plot.,Parameters
2010,PlotAccessor,"figsize a tuple width, height in inches",Parameters
2011,PlotAccessor,"use index bool, default true",Parameters
2012,PlotAccessor,use index as ticks for x axis.,Parameters
2013,PlotAccessor,title str or list,Parameters
2014,PlotAccessor,title to use for the plot.,Parameters
2015,PlotAccessor,"if a string is passed, print the string",Parameters
2016,PlotAccessor,at the top of the figure.,Parameters
2017,PlotAccessor,if a list is passed and subplots is,Parameters
2018,PlotAccessor,"true, print each item in the list above the corresponding subplot.",Parameters
2019,PlotAccessor,"grid bool, default none matlab style default",Parameters
2020,PlotAccessor,axis grid lines.,Parameters
2021,PlotAccessor,legend bool or reverse,Parameters
2022,PlotAccessor,place legend on axis subplots.,Parameters
2023,PlotAccessor,style list or dict,Parameters
2024,PlotAccessor,the matplotlib line style per column.,Parameters
2025,PlotAccessor,"logx bool or sym , default false",Parameters
2026,PlotAccessor,use log scaling or symlog scaling on x axis.,Parameters
2027,PlotAccessor,versionchanged 025.0,Parameters
2028,PlotAccessor,logy bool or sym default false,Parameters
2029,PlotAccessor,use log scaling or symlog scaling on y axis.,Parameters
2030,PlotAccessor,versionchanged 025.0,Parameters
2031,PlotAccessor,"loglog bool or sym , default false",Parameters
2032,PlotAccessor,use log scaling or symlog scaling on both x and y axes.,Parameters
2033,PlotAccessor,versionchanged 025.0,Parameters
2034,PlotAccessor,xticks sequence,Parameters
2035,PlotAccessor,values to use for the xticks.,Parameters
2036,PlotAccessor,yticks sequence,Parameters
2037,PlotAccessor,values to use for the yticks.,Parameters
2038,PlotAccessor,xlim 2 tuple list,Parameters
2039,PlotAccessor,ylim 2 tuple list,Parameters
2040,PlotAccessor,"rot int, default none",Parameters
2041,PlotAccessor,"rotation for ticks xticks for vertical, yticks for horizontal",Parameters
2042,PlotAccessor,plots .,Parameters
2043,PlotAccessor,"fontsize int, default none",Parameters
2044,PlotAccessor,font size for xticks and yticks.,Parameters
2045,PlotAccessor,"colormap str or matplotlib colormap object, default none",Parameters
2046,PlotAccessor,colormap to select colors from.,Parameters
2047,PlotAccessor,"if string, load colormap with that",Parameters
3075,Markup,passing an object to the constructor converts it to text and wraps,Parameters
3076,Markup,it to mark it safe without escaping.,Parameters
3077,Markup,"to escape the text, use the",Parameters
3078,Markup,meth escape class method instead.,Parameters
2571,Environment,instances of this class may be modified if,Parameters
2572,Environment,they are not shared and if no template was loaded so far.,Parameters
2573,Environment,modifications on environments after the first template was loaded,Parameters
2574,Environment,will lead to surprising effects and undefined behavior.,Parameters
2575,Environment,here are the possible initialization parameters,Parameters
2576,Environment,block start string,Parameters
2577,Environment,the string marking the beginning of a block.,Parameters
3601,Path,the path type is similar to the class file type but it performs,Parameters
2578,Environment,defaults to % .,Parameters
2579,Environment,block end string,Parameters
2580,Environment,the string marking the end of a block.,Parameters
3604,Path,handle it returns just the filename.,Parameters
2581,Environment,defaults to % .,Parameters
3605,Path,"secondly, it can perform various",Parameters
2582,Environment,variable start string,Parameters
2583,Environment,the string marking the beginning of a print statement.,Parameters
2584,Environment,defaults to .,Parameters
2585,Environment,variable end string,Parameters
3609,Path,"param exists if set to true, the file or directory needs to exist for",Parameters
2586,Environment,the string marking the end of a print statement.,Parameters
3610,Path,this value to be valid.,Parameters
2587,Environment,defaults to,Parameters
3611,Path,if this is not required and a,Parameters
2588,Environment,comment start string,Parameters
3612,Path,"file does indeed not exist, then all further checks are",Parameters
2589,Environment,the string marking the beginning of a comment.,Parameters
3613,Path,silently skipped.,Parameters
3614,Path,param file okay controls if a file is a possible value.,Parameters
2591,Environment,comment end string,Parameters
3615,Path,param dir okay controls if a directory is a possible value.,Parameters
2592,Environment,the string marking the end of a comment.,Parameters
3617,Path,"param readable if true, a readable check is performed.",Parameters
2594,Environment,line statement prefix,Parameters
3618,Path,"param resolve path if this is true, then the path is fully resolved",Parameters
2595,Environment,"if given and a string, this will be used as prefix for line based",Parameters
3619,Path,before the value is passed onwards.,Parameters
2596,Environment,statements.,Parameters
3620,Path,this means,Parameters
2597,Environment,see also ref line statements .,Parameters
2598,Environment,line comment prefix,Parameters
3622,Path,it,Parameters
2599,Environment,"if given and a string, this will be used as prefix for line based",Parameters
3623,Path,"will not expand a tilde prefix, as this is",Parameters
2600,Environment,comments.,Parameters
3624,Path,supposed to be done by the shell only.,Parameters
2601,Environment,see also ref line statements .,Parameters
3625,Path,"param allow dash if this is set to true , a single dash to indicate",Parameters
2602,Environment,versionadded 22,Parameters
2603,Environment,trim blocks,Parameters
3627,Path,param path type optionally a string type that should be used to,Parameters
2604,Environment,if this is set to true the first newline after a block is,Parameters
3628,Path,represent the path.,Parameters
2605,Environment,"removed block, not variable tag!",Parameters
3629,Path,the default is none which,Parameters
2606,Environment,.,Parameters
3631,Path,unicode depending on what makes most sense given the,Parameters
2608,Environment,lstrip blocks,Parameters
2609,Environment,if this is set to true leading spaces and tabs are stripped,Parameters
2610,Environment,from the start of a line to a block.,Parameters
2612,Environment,newline sequence,Parameters
2613,Environment,the sequence that starts a newline.,Parameters
2614,Environment,"must be one of r ,",Parameters
2615,Environment,n or r n .,Parameters
2616,Environment,the default is n which is a,Parameters
2617,Environment,useful default for linux and os x systems as well as web,Parameters
2618,Environment,applications.,Parameters
2619,Environment,keep trailing newline,Parameters
2620,Environment,preserve the trailing newline when rendering templates.,Parameters
2621,Environment,"the default is false , which causes a single newline,",Parameters
2622,Environment,"if present, to be stripped from the end of the template.",Parameters
2623,Environment,versionadded 27,Parameters
2624,Environment,extensions,Parameters
2626,Environment,this can either be import paths,Parameters
2627,Environment,as strings or extension classes.,Parameters
2628,Environment,for more information have a,Parameters
2630,Environment,optimized,Parameters
2631,Environment,should the optimizer be enabled?,Parameters
2632,Environment,default is true .,Parameters
2633,Environment,undefined,Parameters
2636,Environment,finalize,Parameters
2637,Environment,a callable that can be used to process the result of a variable,Parameters
2638,Environment,expression before it is output.,Parameters
2639,Environment,for example one can convert,Parameters
2640,Environment,none implicitly into an empty string here.,Parameters
2641,Environment,autoescape,Parameters
2642,Environment,if set to true the xml html autoescaping feature is enabled by,Parameters
2643,Environment,default.,Parameters
3667,PoolManager,param num pools,Parameters
2644,Environment,for more details about autoescaping see,Parameters
3668,PoolManager,number of connection pools to cache before discarding the least,Parameters
2645,Environment,class jinja2^utils.markup .,Parameters
3669,PoolManager,recently used pool.,Parameters
2646,Environment,as of jinja 24 this can also,Parameters
3670,PoolManager,param headers,Parameters
2647,Environment,be a callable that is passed the template name and has to,Parameters
3671,PoolManager,"headers to include with all requests, unless other headers are given",Parameters
3672,PoolManager,explicitly.,Parameters
3673,PoolManager,param connection pool kw,Parameters
2650,Environment,versionchanged 24,Parameters
3674,PoolManager,additional parameters are used to create fresh,Parameters
3675,PoolManager,class urllib3^connectionpool.connectionpool instances.,Parameters
2652,Environment,loader,Parameters
2654,Environment,cache size,Parameters
2655,Environment,the size of the cache.,Parameters
2656,Environment,per default this is 400 which means,Parameters
2658,Environment,out the least recently used template.,Parameters
2661,Environment,1 the cache will not be cleaned.,Parameters
2662,Environment,versionchanged 28,Parameters
2664,Environment,auto reload,Parameters
2666,Environment,sources may change ie file system or database .,Parameters
2667,Environment,if,Parameters
2670,Environment,will reload the template.,Parameters
2671,Environment,for higher performance it s possible to,Parameters
2672,Environment,disable that.,Parameters
2673,Environment,bytecode cache,Parameters
2675,Environment,cache for the internal jinja bytecode so that templates don t,Parameters
2678,Environment,enable async,Parameters
2680,Environment,you to take advantage of newer python features.,Parameters
2681,Environment,this requires,Parameters
2682,Environment,python 36 or later.,Parameters
3732,Request,param method http method to use.,Parameters
3733,Request,param url url to send.,Parameters
3734,Request,param headers dictionary of headers to send.,Parameters
3735,Request,param files dictionary of filename fileobject files to multipart upload.,Parameters
3736,Request,param data the body to attach to the request.,Parameters
3737,Request,if a dictionary or,Parameters
3738,Request,"list of tuples key, value is provided, form encoding will",Parameters
3739,Request,take place.,Parameters
3740,Request,param json json for the body to attach to the request if files or data is not specified .,Parameters
3741,Request,param params url parameters to append to the url.,Parameters
3742,Request,if a dictionary or,Parameters
3743,Request,"list of tuples key, value is provided, form encoding will",Parameters
3744,Request,take place.,Parameters
3745,Request,"param auth auth handler or user, pass tuple.",Parameters
3746,Request,param cookies dictionary or cookiejar of cookies to attach to this request.,Parameters
3747,Request,"param hooks dictionary of callback hooks, for internal usage.",Parameters
3819,Retry,param int total,Parameters
3820,Retry,total number of retries to allow.,Parameters
3821,Retry,takes precedence over other counts.,Parameters
3822,Retry,set to none to remove this constraint and fall back on other,Parameters
3823,Retry,counts.,Parameters
3824,Retry,it s a good idea to set this to some sensibly high value to,Parameters
3825,Retry,account for unexpected edge cases and avoid infinite retry loops.,Parameters
3826,Retry,set to 0 to fail on the first retry.,Parameters
3827,Retry,set to false to disable and imply raise on redirect false .,Parameters
3828,Retry,param int connect,Parameters
3829,Retry,how many connection related errors to retry on.,Parameters
3830,Retry,"these are errors raised before the request is sent to the remote server,",Parameters
3832,Retry,set to 0 to fail on the first retry of this type.,Parameters
3833,Retry,param int read,Parameters
3834,Retry,how many times to retry on read errors.,Parameters
3835,Retry,"these errors are raised after the request was sent to the server, so the",Parameters
3836,Retry,request may have side effects.,Parameters
3837,Retry,set to 0 to fail on the first retry of this type.,Parameters
3838,Retry,param int redirect,Parameters
3839,Retry,how many redirects to perform.,Parameters
3840,Retry,limit this to avoid infinite redirect,Parameters
3841,Retry,loops.,Parameters
3842,Retry,"a redirect is a http response with a status code 301, 302, 303, 307 or",Parameters
3843,Retry,308,Parameters
3844,Retry,set to 0 to fail on the first retry of this type.,Parameters
3845,Retry,set to false to disable and imply raise on redirect false .,Parameters
3846,Retry,param int status,Parameters
3847,Retry,how many times to retry on bad status codes.,Parameters
3848,Retry,"these are retries made on responses, where status code matches",Parameters
3849,Retry,status forcelist .,Parameters
3850,Retry,set to 0 to fail on the first retry of this type.,Parameters
3851,Retry,param iterable method whitelist,Parameters
3852,Retry,set of uppercased http method verbs that we should retry on.,Parameters
3853,Retry,"by default, we only retry on methods which are considered to be",Parameters
3854,Retry,idempotent multiple requests with the same parameters end with the,Parameters
3855,Retry,same state .,Parameters
3856,Retry,see attr retry^default method whitelist .,Parameters
3857,Retry,set to a false value to retry on any verb.,Parameters
3858,Retry,param iterable status forcelist,Parameters
3859,Retry,a set of integer http status codes that we should force a retry on.,Parameters
3860,Retry,a retry is initiated if the request method is in method whitelist,Parameters
3862,Retry,"by default, this is disabled with none .",Parameters
3863,Retry,param float backoff factor,Parameters
3864,Retry,a backoff factor to apply between attempts after the second try,Parameters
3865,Retry,most errors are resolved immediately by a second try without a,Parameters
3866,Retry,delay .,Parameters
3867,Retry,urllib3 will sleep for,Parameters
3868,Retry,backoff factor 2 number of total retries 1,Parameters
3869,Retry,seconds.,Parameters
3870,Retry,"if the backoff factor is 01, then func ^sleep will sleep",Parameters
3871,Retry,"for 00s, 02s, 04s, .",Parameters
3872,Retry,between retries.,Parameters
3873,Retry,it will never be longer,Parameters
3874,Retry,than attr retry^backoff max .,Parameters
3875,Retry,"by default, backoff is disabled set to 0 .",Parameters
3876,Retry,"param bool raise on redirect whether, if the number of redirects is",Parameters
3877,Retry,"exhausted, to raise a maxretryerror, or to return a response with a",Parameters
3878,Retry,response code in the 3xx range.,Parameters
3879,Retry,param bool raise on status similar meaning to raise on redirect,Parameters
3880,Retry,"whether we should raise an exception, or return a response,",Parameters
3881,Retry,if status falls in status forcelist range and retries have,Parameters
3882,Retry,been exhausted.,Parameters
3883,Retry,param tuple history the history of the request encountered during,Parameters
3884,Retry,each call to meth retry^increment .,Parameters
3885,Retry,the list is in the order,Parameters
3886,Retry,the requests occurred.,Parameters
3887,Retry,each list item is of class class requesthistory .,Parameters
3888,Retry,param bool respect retry after header,Parameters
3889,Retry,whether to respect retry after header on status codes defined as,Parameters
3890,Retry,attr retry^retry after status codes or not.,Parameters
3891,Retry,param iterable remove headers on redirect,Parameters
3892,Retry,sequence of headers to remove from the request when a response,Parameters
3893,Retry,indicating a redirect is returned before firing off the redirected,Parameters
3894,Retry,request.,Parameters
3388,Option,param show default controls if the default value should be shown on the,Parameters
3389,Option,help page.,Parameters
3390,Option,"normally, defaults are not shown.",Parameters
3391,Option,if this,Parameters
3392,Option,"value is a string, it shows the string instead of the",Parameters
3393,Option,value.,Parameters
3394,Option,this is particularly useful for dynamic options.,Parameters
3395,Option,param show envvar controls if an environment variable should be shown on,Parameters
3397,Option,"normally, environment variables",Parameters
3398,Option,are not shown.,Parameters
3399,Option,param prompt if set to true or a non empty string then the user will be,Parameters
3400,Option,prompted for input.,Parameters
3401,Option,if set to true the prompt will be the,Parameters
3402,Option,option name capitalized.,Parameters
3403,Option,param confirmation prompt if set then the value will need to be confirmed,Parameters
3404,Option,if it was prompted for.,Parameters
3406,Option,hidden from the user.,Parameters
3407,Option,this is useful for password,Parameters
3408,Option,input.,Parameters
3409,Option,param is flag forces this option to act as a flag.,Parameters
3410,Option,the default is,Parameters
3411,Option,auto detection.,Parameters
3412,Option,param flag value which value should be used for this flag if it s,Parameters
3413,Option,enabled.,Parameters
3414,Option,this is set to a boolean automatically if,Parameters
3415,Option,the option string contains a slash to mark two options.,Parameters
3416,Option,param multiple if this is set to true then the argument is accepted,Parameters
3417,Option,multiple times and recorded.,Parameters
3418,Option,this is similar to nargs,Parameters
3419,Option,in how it works but supports arbitrary number of,Parameters
3420,Option,arguments.,Parameters
3421,Option,param count this flag makes an option increment an integer.,Parameters
3422,Option,param allow from autoenv if this is enabled then the value of this,Parameters
3423,Option,parameter will be pulled from an environment,Parameters
3424,Option,variable in case a prefix is defined on the,Parameters
3425,Option,context.,Parameters
3426,Option,param help the help string.,Parameters
3427,Option,param hidden hide this option from help outputs.,Parameters
2435,CallBlock,call is called with,Parameters
2436,CallBlock,the unnamed macro as caller argument this node holds.,Parameters
4014,SkipTo,parameters,Parameters
4015,SkipTo,expr target expression marking the end of the data to be skipped,Parameters
4016,SkipTo,"include default false if true, the target expression is also parsed",Parameters
4017,SkipTo,the skipped text and target expression are returned as a 2 element list .,Parameters
4018,SkipTo,ignore default none used to define grammars typically quoted strings and,Parameters
4019,SkipTo,comments that might contain false matches to the target expression,Parameters
4020,SkipTo,failon default none define expressions that are not allowed to be,Parameters
4021,SkipTo,"included in the skipped test if found before the target expression is found,",Parameters
4022,SkipTo,the skipto is not a match,Parameters
2504,Context_,modifications on attr parent must not,Parameters
2505,Context_,happen and modifications on attr vars are allowed from generated,Parameters
2506,Context_,template code only.,Parameters
2507,Context_,template filters and global functions marked as,Parameters
2508,Context_,func contextfunction s get the active context passed as first argument,Parameters
2509,Context_,and are allowed to access the context read only.,Parameters
2510,Context_,"the template context supports read only dict operations get ,",Parameters
2511,Context_,"keys , values , items , iterkeys , itervalues , iteritems ,",Parameters
2512,Context_,"getitem , contains .",Parameters
2513,Context_,additionally there is a meth resolve,Parameters
2514,Context_,method that doesn t fail with a keyerror but returns an,Parameters
2515,Context_,class undefined object for missing variables.,Parameters
3045,KeyType,"keys can be bare unquoted , or quoted using basic , or literal",Parameters
3046,KeyType,quotes following the same escaping rules as single line stringtype.,Parameters
2547,DataViewSequence,each entry is an instance of item class .,Parameters
5652,TransformerEncoderLayer,args,Parameters
5653,TransformerEncoderLayer,d model the number of expected features in the input required .,Parameters
5654,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,Parameters
5655,TransformerEncoderLayer,dim feedforward the dimension of the feedforward network model default 2048 .,Parameters
5656,TransformerEncoderLayer,dropout the dropout value default 01 .,Parameters
5657,TransformerEncoderLayer,"activation the activation function of intermediate layer, relu or gelu default relu .",Parameters
4644,BuildType,arguments,Parameters
4645,BuildType,cmake build type env str the value of os^environ cmake build type .,Parameters
5684,Unfold,and math represent arbitrary spatial dimensions.,Parameters
4671,ConstantPad3d,args,Parameters
4672,ConstantPad3d,"padding int, tuple the size of the padding.",Parameters
