comment_sentence_id,class,category,category_encoded,partition,processed_text
2568,Environment,Expand,1,1,it contains important shared variables like configuration filters tests globals and others instances of this class may be modified if they are not shared and if no template was loaded so far modifications on environments after the first template was loaded will lead to surprising effects and undefined behavior here are the possible initialization parameters block start string the string marking the beginning of a block defaults to block end string the string marking the end of a block defaults to variable start string the string marking the beginning of a print statement defaults to variable end string the string marking the end of a print statement defaults to comment start string the string marking the beginning of a comment comment end string the string marking the end of a comment line statement prefix if given and a string this will be used as prefix for line based statements see also ref line statements line comment prefix if given and a string this will be used as prefix for line based comments see also ref line statements versionadded 22 trim blocks if this is set to true the first newline after a block is removed block not variable tag lstrip blocks if this is set to true leading spaces and tabs are stripped from the start of a line to a block newline sequence the sequence that starts a newline must be one of r n or r n the default is n which is a useful default for linux and os x systems as well as web applications keep trailing newline preserve the trailing newline when rendering templates the default is false which causes a single newline if present to be stripped from the end of the template versionadded 27 extensions this can either be import paths as strings or extension classes for more information have a optimized should the optimizer be enabled default is true undefined finalize a callable that can be used to process the result of a variable expression before it is output for example one can convert none implicitly into an empty string here autoescape if set to true the xml html autoescaping feature is enabled by default for more details about autoescaping see class jinja2 utils markup as of jinja 24 this can also be a callable that is passed the template name and has to versionchanged 24 loader cache size the size of the cache per default this is 400 which means out the least recently used template 1 the cache will not be cleaned versionchanged 28 auto reload sources may change ie file system or database if will reload the template for higher performance it s possible to disable that bytecode cache cache for the internal jinja bytecode so that templates don t enable async you to take advantage of newer python features this requires python 36 or later
5198,Error,Summary,3,0,each error is a section in the output of cuda memcheck each error in the report has an error message and a backtrace
337,ErrorDict,Summary,3,0,a collection of errors that knows how to display itself in various formats the dictionary keys are the field names and the values are the errors
1444,Event,Summary,3,0,this is a single event in the event log actual interpretation and rendering of events should be handled by the respective source class
1846,ExcelFile,Summary,3,0,class for parsing tabular excel sheets into dataframe objects uses xlrd see read excel for more documentation parameters io str path object pathlib path or py path local localpath a file like object xlrd workbook or openpypl workbook if a string or path object expected to be a path to xls xlsx or odf file engine str default none if io is not a buffer or path this must be set to identify io acceptable values are none xlrd openpyxl or odf note that odf reads tables out of opendocument formatted files
2808,ExceptionPexpect,Summary,3,0,base class for all exceptions raised by this module
341,ExceptionThatFailsUnpickling,Summary,3,0,after pickling this class fails unpickling with an error about incorrect arguments passed to init
5209,ExceptionWrapper,Summary,3,0,wraps an exception plus traceback to communicate across threads
5211,ExternalInitializer,Usage,4,1,this class is used in cases when the parameter should not be initialized by the initializer but rather provided in the workspace when param init net is executed current version is not doing any real sanity checks to the parameter
2810,ExtractError,Summary,3,0,general exception for extract errors
2812,FakeFile,Summary,3,0,wrap a list of lines in an object with readline to make
345,FakePayload,Summary,3,0,a wrapper around bytesio that restricts what can be read since data from the network can t be sought and cannot be read outside of its content length this makes sure that views can t do anything under the test client that wouldn t work in real life
355,FallbackStorage,Expand,1,0,try to store all messages in the first backend store any unstored messages in each subsequent backend
2824,FileMetadata,Expand,1,0,metadata handler for standalone pkg info files usage metadata filemetadata path to pkg info this provider rejects all data and metadata requests except for pkg info which is treated as existing and will be the contents of the file at the provided location metadata handler for standalone pkg info files usage metadata filemetadata path to pkg info this provider rejects all data and metadata requests except for pkg info which is treated as existing and will be the contents of the file at the provided location
2824,FileMetadata,Summary,3,1,metadata handler for standalone pkg info files usage metadata filemetadata path to pkg info this provider rejects all data and metadata requests except for pkg info which is treated as existing and will be the contents of the file at the provided location metadata handler for standalone pkg info files usage metadata filemetadata path to pkg info this provider rejects all data and metadata requests except for pkg info which is treated as existing and will be the contents of the file at the provided location
2848,FileSystemLoader,Summary,3,0,loads templates from the file system this loader can find templates in folders on the file system and is the preferred way to load them the loader takes the path to the templates as string or if multiple locations are wanted a list of them which is then looked up in the given order loader filesystemloader path to templates per default the template encoding is utf 8 which can be changed by setting the encoding parameter to something else to follow symbolic links set the followlinks parameter to true loader filesystemloader path to templates followlinks true
2873,Filter,Summary,3,1,alphabetizes attributes for elements
2875,Filter_,Summary,3,1,sanitizes token stream of xhtml mathml svg and of inline style attributes
5219,FisherSnedecor,Summary,3,0,creates a fisher snedecor distribution parameterized by attr df1 and attr df2 example m fishersnedecor torch tensor 10 torch tensor 20 m sample fisher snedecor distributed with df1 1 and df2 2 tensor 02453 args df1 float or tensor degrees of freedom parameter 1 df2 float or tensor degrees of freedom parameter 2
2877,FollowedBy,Summary,3,0,lookahead matching of the given parse expression followedby does not advance the parsing position within the input string it only verifies that the specified parse expression matches at the current position followedby always returns a null token list if any results names are defined in the lookahead expression those will be returned for access by name example use followedby to match a label only if it is followed by a data word word alphas label data word followedby attr expr group label suppress oneormore data word stopon label setparseaction join oneormore attr expr parsestring shape square color black posn upper left pprint prints shape square color black posn upper left
361,FootNote,DevelopmentNotes,0,0,model added for ticket 19838
1450,Forward,Summary,3,0,create forwarding drafts of one or more messages
363,FrenchTestCase,Summary,3,0,tests using the french translations of the sampleproject
371,GZipMiddleware,Summary,3,0,on the accept encoding header
1058,GeoJSON,Summary,3,0,geojson expects json able dict not an already serialized json string scalar types none number string are not allowed only dict containers
2927,Getattr,Usage,4,0,get an attribute or item from an expression that is a ascii only bytestring and prefer the attribute
367,Group,Summary,3,0,table column fields
1452,Group_,Summary,3,0,view groups
2999,HTMLParser,Summary,3,0,html parser generates a tree structure from a stream of possibly malformed html
3003,HTTPError,Summary,3,0,an http error occurred
1454,HashCash,Summary,3,0,try to collide a hash using the smtorp algorithm
2931,HashMissing,Summary,3,1,a hash was needed for a requirement but is absent
2936,HebrewProber,DevelopmentNotes,0,0,the two sbcharsetprobers identify that the text is in fact some kind of hebrew logical or visual with the scores of the two sbcharsetprobers to produce a final answer it reduces any sequence of such characters to a single space built the hebrewprober is not using any language model disjointed from the model probers the results of the hebrewprober alone are meaningless
1064,HelpEnd,Summary,3,0,transformer for help syntax obj and obj
374,HiddenRangeWidget,Summary,3,0,a widget that splits input into two input type hidden inputs
1068,HistoryAccessor,Summary,3,0,access the history database without adding to it this is intended for use by standalone history tools ipython shells use historymanager below which is a subclass of this
1870,Holiday,Summary,3,0,class that defines a holiday with start end dates and rules for observance
1095,IPythonInputSplitter,Summary,3,1,an input splitter that recognizes all of ipython s special syntax
376,ImageFileDescriptor,Summary,3,0,just like the filedescriptor but for imagefields the only difference is assigning the width height to the width field height field if appropriate
382,IncompleteCategoryFormWithExclude,Summary,3,0,a form that replaces the model s url field with a custom one
386,Individual,Summary,3,0,a model with a fk to itself it won t be registered with the admin so the corresponding raw id widget won t have a magnifying glass link to select related instances rendering will be called programmatically in this case
397,InputStreamExhausted,Expand,1,0,no more reads are allowed from this device
397,InputStreamExhausted,Summary,3,0,no more reads are allowed from this device
3006,InsecurePlatformWarning,Summary,3,0,warned when certain ssl configuration is not available on a platform
3008,InspectedValidator,Summary,3,0,metaclass for all validators
3012,InstalledDistribution,Usage,4,0,it reads the metadata contained in pydist json when it is instantiated or uses a passed in metadata instance useful for when dry run mode is being used
400,IntFromGeom,DevelopmentNotes,0,1,argument is a geometry return type is an integer
400,IntFromGeom,Parameters,2,1,argument is a geometry return type is an integer
1874,IntegerArray,Summary,3,0,array of integer optional missing values integerarray is currently experimental and its api or internal we represent an integerarray with 2 numpy arrays data contains a numpy integer array of the appropriate dtype mask a boolean array holding a mask on the data true is missing to construct an integerarray from generic array like input use func pandas array with one of the integer dtypes see examples parameters values numpy ndarray a 1 d integer dtype array mask numpy ndarray a 1 d boolean dtype array indicating missing values copy bool default false whether to copy the values and mask attributes none methods none returns integerarray examples create an integerarray with func pandas array int array pd array 1 none 3 dtype pd int32dtype int array integerarray 1 nan 3 length 3 dtype int32 string aliases for the dtypes are also available they are capitalized pd array 1 none 3 dtype int32 integerarray 1 nan 3 length 3 dtype int32 pd array 1 none 3 dtype uint16 integerarray 1 nan 3 length 3 dtype uint16
1078,InteractiveShellApp,Summary,3,0,as part of configuring a shell environment the following methods should be called by the meth initialize method of the subclass meth init path meth init shell to be implemented by the subclass meth init gui pylab meth init extensions meth init code
3019,InternalName,Summary,3,0,an internal name in the compiler you cannot create these nodes yourself but the parser provides a meth jinja2 parser parser free identifier method that creates a new identifier for you this identifier is not available from the template and is not threated specially by the compiler
1958,IntervalDtype,Summary,3,0,an extensiondtype for interval data this is not an actual numpy dtype but a duck type parameters subtype str np dtype the dtype of the interval bounds attributes subtype methods none examples pd intervaldtype subtype int64 interval int64
403,InvalidBasesError,Summary,3,0,a model s base classes can t be resolved
3033,InvalidDateError,Summary,3,0,a date field was improperly specified
5931,InvalidHeader,Summary,3,1,the header value provided was somehow invalid
3035,InvalidHeaderError,Summary,3,0,exception for invalid headers
3037,InvalidVersion,Summary,3,0,an invalid version was found users should refer to pep 440
3037,InvalidVersion,Usage,4,0,an invalid version was found users should refer to pep 440
405,KMLSitemap,Summary,3,0,a minimal hook to produce kml sitemaps
3040,Kanji,Summary,3,0,unicode set for kanji unicode character range
3042,Katakana,Summary,3,0,unicode set for katakana unicode character range
3044,KeyType,Summary,3,0,the type of a key keys can be bare unquoted or quoted using basic or literal quotes following the same escaping rules as single line stringtype
5243,LBFGS,Summary,3,0,implements l bfgs algorithm heavily inspired by minfunc note this is a very memory intensive optimizer it requires additional param bytes history size 1 bytes if it doesn t fit in memory try reducing the history size or use a different algorithm arguments lr float learning rate default 1 max iter int maximal number of iterations per optimization step default 20 max eval int maximal number of function evaluations per optimization step default max iter 125 tolerance grad float termination tolerance on first order optimality default 1e 5 tolerance change float termination tolerance on function value parameter changes default 1e 9 history size int update history size default 100 line search fn str either strong wolfe or none default none
3062,LRUCache,Summary,3,0,a simple lru cache implementation this is fast for small capacities something below 1000 but doesn t scale but as long as it s only used as storage for templates this won t do any harm
5235,LastNWindowCollector,Summary,3,0,collect last n samples from input record if you have complex data use packrecords to pack it before using this layer this layer is not thread safe
1097,LazyEvaluate,DevelopmentNotes,0,0,this is used for formatting strings with values that need to be updated at that time such as the current time or working directory
407,ListMixin,Summary,3,0,a base class which provides complete list interface derived classes must call listmixin s init function and implement the following function get single external self i return single item with index i for general use the index i will always satisfy 0 i len self function get single internal self i same as above but for use within the class optional note that if get single internal and get single internal return different types of objects set list must distinguish between the two and handle each appropriately function set list self length items recreate the entire object note items may be a generator which calls get single internal therefore it is necessary to cache the values in a temporary temp list items before clobbering the original storage function set single self i value set the single item at index i to value optional if left undefined all mutations will result in rebuilding the object using set list function len self return the length int minlength the minimum legal length optional int maxlength the maximum legal length optional type or tuple allowed a type or tuple of allowed item types optional
1456,ListTags,Summary,3,0,list tags
3052,LockFailed,Summary,3,0,lock file creation failed for some other reason try raise lockfailed except lockerror pass
465,LogoutThenLoginTests,Summary,3,0,tests for the logout then login view
1101,Magics,Summary,3,1,base class for implementing magic functions shell functions which can be reached as function name this can make some functions easier to type eg cd vs cd classes providing magic functions need to subclass this class and they must use the method decorators line magic and cell magic to decorate individual methods as magic functions and use the class decorator magics class to ensure that the magic methods are properly registered at the instance level upon instance initialization
1458,MailpileJinjaLoader,Summary,3,0,a jinja2 template loader which uses the mailpile configuration and plugin system to find template files
1462,MailpileMailbox,Summary,3,0,a maildir class for windows using instead of in filenames
1466,MailpileVFS,Summary,3,0,this is a router object that implements the vfs interface but delegating calls to individual implementations
467,MakeListTests,Expand,1,0,the make list filter can destroy existing escaping so the results are escaped
471,ManagementForm,Summary,3,0,keep track of how many form instances are displayed on the page
3072,Markup,Summary,3,0,a string that is ready to be safely inserted into an html or xml document either because it was escaped or because it was marked safe passing an object to the constructor converts it to text and wraps it to mark it safe without escaping to escape the text use the meth escape class method instead markup hello em world em markup hello em world em markup 42 markup 42 markup escape hello em world em markup hello lt em gt world lt em gt this implements the html interface that some frameworks use passing an object that implements html will wrap the output of that method marking it safe class foo def html self return a href foo foo a markup foo markup a href foo foo a this is a subclass of the text type str in python 3 unicode in python 2 it has the same methods as that type but all methods escape their arguments and return a markup instance markup em s em foo bar markup em foo amp bar em markup em hello em foo markup em hello em lt foo gt
3161,MemcachedBytecodeCache,Summary,3,0,this class implements a bytecode cache that uses a memcache cache for storing the information it does not enforce a specific memcache library tummy s memcache or cmemcache but will accept any class that provides the minimal interface required the minimal interface for the client passed to the constructor is this class minimalclientinterface method set key value timeout stores the bytecode in the cache value is a string and timeout the timeout of the key if timeout is not provided a default timeout or no timeout should be assumed if it s provided it s an integer with the number of seconds the cache item should exist method get key returns the value for the cache key if the item does not exist in the cache the return value must be none the other arguments to the constructor are the prefix for all keys that is added before the actual cache key and the timeout for the bytecode in the cache system we recommend a high or no timeout
476,MemcachedCache,Summary,3,0,an implementation of a cache binding using python memcached
3222,MemoizedZipManifests,Summary,3,0,memoized zipfile manifests
478,MemoryFileUploadHandler,Summary,3,0,file upload handler to stream uploads into memory used for small files
3224,MetadataMissingError,Summary,3,0,a required metadata is missing
3226,MethodDispatcher,Summary,3,0,dict with 2 special properties on initiation keys that are lists sets or tuples are converted to multiple keys so accessing any one of the items in the original list like object returns the matching value a default value which can be set through the default attribute
480,Migration,Summary,3,0,the base class for all migrations it will have one or more of the following attributes operations a list of operation instances probably from django db migrations operations dependencies a list of tuples of app path migration name run before a list of tuples of app path migration name replaces a list of migration names
504,MigrationGraph,Summary,3,0,represent the digraph of all migrations in a project each migration is a node and each dependency is an edge there are no implicit dependencies between numbered migrations the numbering is merely a convention to aid file listing migrations files can be marked as replacing another set of migrations this is to support the squash feature the graph handler isn t responsible for these instead the code to load them in here should examine the migration files and if the replaced migrations are all either unapplied or not present it should ignore the replaced ones load in just the replacing migration and repoint any dependencies that pointed to the replaced migrations to point to the replacing one a node should be a tuple app path migration name
538,MigrationLoader,Summary,3,1,load migration files from disk and their status from the database on initialization this class will scan those directories and open and read the python files looking for a class called migration which should inherit from django db migrations migration see django db migrations migration for what that looks like some migrations will be marked as replacing another set of migrations these are loaded into a separate set of migrations away from the main ones if all the migrations they replace are either unapplied or missing from disk then they are injected into the main set replacing the named migrations any dependency pointers to the replaced migrations are re pointed to the new migration this does mean that this class must also talk to the database as well as to disk but this is probably fine we re already not just operating in memory
574,MigrationQuestioner,Summary,3,1,give the autodetector responses to questions it might have this base class has a built in noninteractive mode but the interactive subclass is what the command line arguments will use
582,MigrationWriter,Summary,3,1,take a migration instance and is able to produce the contents of the migration file from it
586,ModelBase,Summary,3,1,metaclass for all models
588,ModelSignal,Summary,3,1,signal subclass that allows the sender to be lazily specified as a string of the app label modelname form
5287,Module,Summary,3,1,base class for all neural network modules modules can also contain other modules allowing to nest them in a tree structure you can assign the submodules as regular attributes import torch nn as nn import torch nn functional as f class model nn module def init self super model self init self conv1 nn conv2d 1 20 5 self conv2 nn conv2d 20 20 5 def forward self x x f relu self conv1 x return f relu self conv2 x submodules assigned in this way will be registered and will have their parameters converted too when you call meth to etc
3240,Module_six_moves_urllib_parse,Summary,3,0,lazy loading of moved objects in six moves urllib parse
3242,Module_six_moves_urllib_request,Summary,3,0,lazy loading of moved objects in six moves urllib request
3244,Module_six_moves_urllib_response,Summary,3,0,lazy loading of moved objects in six moves urllib response
1470,MoveFilter,Summary,3,0,move an auto tagging rule
3246,Mul,Summary,3,0,multiplies the left with the right node
5322,MultiLabelMarginLoss,Summary,3,0,creates a criterion that optimizes a multi class multi classification hinge loss margin based loss between input math x a 2d mini batch tensor and output math y which is a 2d tensor of target class indices for each sample in the mini batch math text loss x y sum ij frac max 0 1 x y j x i text x size 0 the criterion only considers a contiguous block of non negative targets that starts at the front this allows for different samples to have variable amounts of target classes args size average bool optional deprecated see attr reduction by default the losses are averaged over each loss element in the batch note that for some losses there are multiple elements per sample if the field attr size average is set to false the losses are instead summed for each minibatch ignored when reduce is false default true reduce bool optional deprecated see attr reduction losses are averaged or summed over observations for each minibatch depending on attr size average when attr reduce is false returns a loss per batch element instead and ignores attr size average default true reduction string optional specifies the reduction to apply to the output none mean sum none no reduction will be applied mean the sum of the output will be divided by the number of elements in the output sum the output will be summed note attr size average and attr reduce are in the process of being deprecated and in the meantime default mean input math c or math n c where n is the batch size and c target math c or math n c label targets padded by 1 ensuring same shape as the input if attr reduction is none then math n examples loss nn multilabelmarginloss x torch floattensor 01 02 04 08 for target y only consider labels 3 and 0 not after label 1 y torch longtensor 3 0 1 1 loss x y 025 1 01 02 1 01 04 1 08 02 1 08 04 tensor 08500
592,MultiPartParser,Summary,3,1,a rfc2388 multipart form data parser multivaluedict parse reads the input stream in chunk size chunks and returns a tuple of multivaluedict post multivaluedict files
598,MultiValueDict,Summary,3,0,a subclass of dictionary customized to handle multiple values for the same key d multivaluedict name adrian simon position developer d name simon d getlist name d getlist doesnotexist d get lastname nonexistent nonexistent d setlist lastname holovaty willison this class exists to solve the irritating problem raised by cgi parse qs which returns a list for every key even though most web forms submit single name value pairs
633,MultiValueField,Summary,3,0,aggregate the logic of multiple fields its clean method takes a decompressed list of values which are then cleaned into a single value according to self fields each value in this list is cleaned by the corresponding field the first value is cleaned by the first field the second value is cleaned by the second field etc once all fields are cleaned the list of clean values is compressed into a single value
654,MultiWidget,Summary,3,0,a widget that is composed of multiple widgets in addition to the values added by widget get context this widget adds a list of subwidgets to the context as widget subwidgets these can be looped over and rendered like normal widgets
1132,MyFrame,Summary,3,0,this is myframe it just shows a few controls on a wxpanel and has a simple menu
663,MyModel,Summary,3,0,model subclass with a custom base using metaclass
3248,NativeEnvironment,Summary,3,0,an environment that renders templates to native python types
665,NestedObjectsTests,Summary,3,0,tests for nestedobject utility collection
5426,NetModifier,Summary,3,1,an abstraction class for supporting modifying a generated net inherited classes should implement the modify net method where related operators are added to the net example usage modifier somenetmodifier opts modifier net
3252,NoMatch,Summary,3,0,a token that will never match
3250,Node,Summary,3,0,represents an item in the tree
1982,NonConsolidatableMixIn,Summary,3,0,hold methods for the nonconsolidatable blocks
3254,NotAny,Summary,3,0,lookahead to disallow matching with the given parse expression notany does not advance the parsing position within the input string it only verifies that the specified parse expression does not match at the current position also notany does not skip over leading whitespace notany always returns a null token list may be constructed using the operator example and or not map caselesskeyword and or not split take care not to mistake keywords for identifiers ident and or not word alphas boolean term optional not ident very crude boolean expression to support parenthesis groups and operation hierarchy use infixnotation boolean expr boolean term zeroormore and or boolean term integers that are followed by are actually floats integer word nums char
3294,NotMyLock,Summary,3,0,raised when an attempt is made to unlock a file someone else locked try raise notmylock except unlockerror pass
1138,Obj,Summary,3,0,namespace to hold arbitrary information
1472,OldPostingList,Summary,3,0,a posting list is a map of search terms to message ids
5438,OneHotCategorical,Summary,3,0,creates a one hot categorical distribution parameterized by attr probs or attr logits samples are one hot coded vectors of size probs size 1 note attr probs must be non negative finite and have a non zero sum and it will be normalized to sum to 1 attr probs and attr logits example m onehotcategorical torch tensor 025 025 025 025 m sample equal probability of 0 1 2 3 tensor 0 0 0 1 args probs tensor event probabilities logits tensor event log probabilities
667,Operation,Summary,3,0,base class for migration operations it s responsible for both mutating the in memory model state see db migrations state py to represent what it performs as well as actually performing it against a live database
3385,Option,Summary,3,0,options are usually optional values on the command line and have some extra features that arguments don t have all other parameters are passed onwards to the parameter constructor param show default controls if the default value should be shown on the help page normally defaults are not shown if this value is a string it shows the string instead of the value this is particularly useful for dynamic options param show envvar controls if an environment variable should be shown on normally environment variables are not shown param prompt if set to true or a non empty string then the user will be prompted for input if set to true the prompt will be the option name capitalized param confirmation prompt if set then the value will need to be confirmed if it was prompted for hidden from the user this is useful for password input param is flag forces this option to act as a flag the default is auto detection param flag value which value should be used for this flag if it s enabled this is set to a boolean automatically if the option string contains a slash to mark two options param multiple if this is set to true then the argument is accepted multiple times and recorded this is similar to nargs in how it works but supports arbitrary number of arguments param count this flag makes an option increment an integer param allow from autoenv if this is enabled then the value of this parameter will be pulled from an environment variable in case a prefix is defined on the context param help the help string param hidden hide this option from help outputs
680,OverwritingStorage,Summary,3,0,overwrite existing files instead of appending a suffix to generate an unused name
3471,PacifyFlushWrapper,Expand,1,0,this wrapper is used to catch and suppress brokenpipeerrors resulting from flush being called on broken pipe during the shutdown final gc of the python interpreter notably flush is always called on sys stdout and sys stderr so as to have minimal impact on any other cleanup code and the case where the underlying file is not a broken pipe all calls and attributes are proxied
3471,PacifyFlushWrapper,Summary,3,0,this wrapper is used to catch and suppress brokenpipeerrors resulting from flush being called on broken pipe during the shutdown final gc of the python interpreter notably flush is always called on sys stdout and sys stderr so as to have minimal impact on any other cleanup code and the case where the underlying file is not a broken pipe all calls and attributes are proxied
3490,PackageIndex,Summary,3,0,represents a package index and provides easier access to endpoints
685,ParentWithDependentChildren,Summary,3,0,model where the validation of child foreign key relationships depends on validation of the parent
3492,ParseError,Summary,3,0,this error occurs when the parser encounters a syntax error in the toml being parsed
3499,ParseFatalException,DevelopmentNotes,0,1,user throwable exception thrown when inconsistent parse content is found stops all parsing immediately
3505,ParseResultBytes,Summary,3,0,compatibility shim for the urlparse parseresultbytes object
3507,ParseResults,Summary,3,0,structured parse results to provide multiple means of access to the parsed data as a list len results by list index results 0 results 1 etc by attribute results resultsname see class parserelement setresultsname example integer word nums date str integer setresultsname year integer setresultsname month integer setresultsname day equivalent form date str integer year integer month integer day parsestring returns a parseresults object result date str parsestring 1999 12 31 def test s fn repr print s s s fn eval s test list result test result 0 test result month test result day test month in result test minutes in result test result dump str prints list result 1999 12 31 result 0 1999 result month 12 result day 31 month in result true minutes in result false result dump 1999 12 31 day 31 month 12 year 1999
3503,ParserElement,Summary,3,0,abstract base level parser element class
3601,Path,Parameters,2,1,the path type is similar to the class file type but it performs different checks first of all instead of returning an open file handle it returns just the filename secondly it can perform various basic checks about what the file or directory should be param exists if set to true the file or directory needs to exist for this value to be valid if this is not required and a file does indeed not exist then all further checks are silently skipped param file okay controls if a file is a possible value param dir okay controls if a directory is a possible value param readable if true a readable check is performed param resolve path if this is true then the path is fully resolved before the value is passed onwards this means it will not expand a tilde prefix as this is supposed to be done by the shell only param allow dash if this is set to true a single dash to indicate param path type optionally a string type that should be used to represent the path the default is none which unicode depending on what makes most sense given the
3601,Path,Summary,3,1,the path type is similar to the class file type but it performs different checks first of all instead of returning an open file handle it returns just the filename secondly it can perform various basic checks about what the file or directory should be param exists if set to true the file or directory needs to exist for this value to be valid if this is not required and a file does indeed not exist then all further checks are silently skipped param file okay controls if a file is a possible value param dir okay controls if a directory is a possible value param readable if true a readable check is performed param resolve path if this is true then the path is fully resolved before the value is passed onwards this means it will not expand a tilde prefix as this is supposed to be done by the shell only param allow dash if this is set to true a single dash to indicate param path type optionally a string type that should be used to represent the path the default is none which unicode depending on what makes most sense given the
689,Permission,Summary,3,0,the permissions system provides a way to assign permissions to specific users and groups of users the permission system is used by the django admin site but may also be useful in your own code the django admin site uses permissions as follows the add permission limits the user s ability to view the add form and add an object the change permission limits a user s ability to view the change list view the change form and change an object the delete permission limits the ability to delete an object the view permission limits the ability to view an object the permissions listed above are automatically created for each model
3663,PipError,Summary,3,1,base pip exception
1984,PlotAccessor,Parameters,2,0,make plots of series or dataframe uses the backend specified by the option plotting backend by default matplotlib is used parameters data series or dataframe the object for which the method is called x label or position default none only used if data is a dataframe y label position or list of label positions default none allows plotting of one column versus another only used if data is a dataframe kind str the kind of plot to produce line line plot default bar vertical bar plot barh horizontal bar plot hist histogram box boxplot kde kernel density estimation plot density same as kde area area plot pie pie plot scatter scatter plot hexbin hexbin plot figsize a tuple width height in inches use index bool default true use index as ticks for x axis title str or list title to use for the plot if a string is passed print the string at the top of the figure if a list is passed and subplots is true print each item in the list above the corresponding subplot grid bool default none matlab style default axis grid lines legend bool or reverse place legend on axis subplots style list or dict the matplotlib line style per column logx bool or sym default false use log scaling or symlog scaling on x axis versionchanged 025 0 logy bool or sym default false use log scaling or symlog scaling on y axis versionchanged 025 0 loglog bool or sym default false use log scaling or symlog scaling on both x and y axes versionchanged 025 0 xticks sequence values to use for the xticks yticks sequence values to use for the yticks xlim 2 tuple list ylim 2 tuple list rot int default none rotation for ticks xticks for vertical yticks for horizontal plots fontsize int default none font size for xticks and yticks colormap str or matplotlib colormap object default none colormap to select colors from if string load colormap with that name from matplotlib colorbar bool optional if true plot colorbar only relevant for scatter and hexbin plots position float specify relative alignments for bar plot layout from 0 left bottom end to 1 right top end default is 05 center table bool series or dataframe default false if true draw a table using the data in the dataframe and the data will be transposed to meet matplotlib s default layout if a series or dataframe is passed use passed data to draw a table yerr dataframe series array like dict and str see ref plotting with error bars visualization errorbars for detail xerr dataframe series array like dict and str equivalent to yerr mark right bool default true when using a secondary y axis automatically mark the column labels with right in the legend include bool bool default is false if true boolean values can be plotted backend str default none backend to use instead of the backend specified in the option plotting backend for instance matplotlib alternatively to specify the plotting backend for the whole session set versionadded 10 0 kwargs options to pass to matplotlib plotting method returns class matplotlib axes axes or numpy ndarray of them if the backend is not the default matplotlib one the return value will be the object returned by the backend notes see matplotlib documentation online for more on this subject if kind bar or barh you can specify relative alignments for bar plot layout by position keyword from 0 left bottom end to 1 right top end default is 05 center
1984,PlotAccessor,Summary,3,0,make plots of series or dataframe uses the backend specified by the option plotting backend by default matplotlib is used parameters data series or dataframe the object for which the method is called x label or position default none only used if data is a dataframe y label position or list of label positions default none allows plotting of one column versus another only used if data is a dataframe kind str the kind of plot to produce line line plot default bar vertical bar plot barh horizontal bar plot hist histogram box boxplot kde kernel density estimation plot density same as kde area area plot pie pie plot scatter scatter plot hexbin hexbin plot figsize a tuple width height in inches use index bool default true use index as ticks for x axis title str or list title to use for the plot if a string is passed print the string at the top of the figure if a list is passed and subplots is true print each item in the list above the corresponding subplot grid bool default none matlab style default axis grid lines legend bool or reverse place legend on axis subplots style list or dict the matplotlib line style per column logx bool or sym default false use log scaling or symlog scaling on x axis versionchanged 025 0 logy bool or sym default false use log scaling or symlog scaling on y axis versionchanged 025 0 loglog bool or sym default false use log scaling or symlog scaling on both x and y axes versionchanged 025 0 xticks sequence values to use for the xticks yticks sequence values to use for the yticks xlim 2 tuple list ylim 2 tuple list rot int default none rotation for ticks xticks for vertical yticks for horizontal plots fontsize int default none font size for xticks and yticks colormap str or matplotlib colormap object default none colormap to select colors from if string load colormap with that name from matplotlib colorbar bool optional if true plot colorbar only relevant for scatter and hexbin plots position float specify relative alignments for bar plot layout from 0 left bottom end to 1 right top end default is 05 center table bool series or dataframe default false if true draw a table using the data in the dataframe and the data will be transposed to meet matplotlib s default layout if a series or dataframe is passed use passed data to draw a table yerr dataframe series array like dict and str see ref plotting with error bars visualization errorbars for detail xerr dataframe series array like dict and str equivalent to yerr mark right bool default true when using a secondary y axis automatically mark the column labels with right in the legend include bool bool default is false if true boolean values can be plotted backend str default none backend to use instead of the backend specified in the option plotting backend for instance matplotlib alternatively to specify the plotting backend for the whole session set versionadded 10 0 kwargs options to pass to matplotlib plotting method returns class matplotlib axes axes or numpy ndarray of them if the backend is not the default matplotlib one the return value will be the object returned by the backend notes see matplotlib documentation online for more on this subject if kind bar or barh you can specify relative alignments for bar plot layout by position keyword from 0 left bottom end to 1 right top end default is 05 center
5464,Poisson,Summary,3,0,creates a poisson distribution parameterized by attr rate the rate parameter samples are nonnegative integers with a pmf given by math example m poisson torch tensor 4 m sample tensor 3 args rate number tensor the rate parameter
3665,PoolManager,Summary,3,0,allows for arbitrary requests while transparently keeping track of necessary connection pools for you param num pools number of connection pools to cache before discarding the least recently used pool param headers headers to include with all requests unless other headers are given explicitly param connection pool kw additional parameters are used to create fresh class urllib3 connectionpool connectionpool instances example manager poolmanager num pools 2 r manager request get http google com r manager request get http yahoo com len manager pools
3699,PrefixLoader,Summary,3,0,a loader that is passed a dict of loaders where each loader is bound to a prefix the prefix is delimited from the template by a slash per default which can be changed by setting the delimiter argument to something else loader prefixloader app1 packageloader mypackage app1 app2 packageloader mypackage app2 by loading app1 index html the file from the app1 package is loaded by loading app2 index html the file from the second
