Repository,Issue/PR Number,Type,Author,Date,Comment Body,URL
facebook/react,35516,Pull Request,CarlosEduJs,2026-01-16 02:48:01+00:00,"## Update: I've refactored the fix to address the root cause instead of just limiting retries.

- Based on further testing and analysis, I realized that polling via setInterval is inherently resource-intensive and prone to race conditions.

- Changes in the latest commit: I replaced the polling mechanism with an Event-Driven Architecture:

## Passive Signaling: 
- `backendManager.js`  (Main World) now dispatches a react-devtools-ready event and sets a data-react-devtools-ready attribute on the document when initialized.
- Reactive Listener: `proxy.js` (Content Script) listens for this event (or checks the attribute) to trigger the handshake.
Results:

Non-React Pages: Zero code execution loop, resulting in 0% CPU overhead and no console noise.
React Pages: Instant and deterministic connection.
This approach is much more robust and completely eliminates the original issue.

",https://github.com/facebook/react/pull/35516#issuecomment-3757862174
facebook/react,35515,Issue,ferrybig,2026-01-15 10:53:20+00:00,"### Website or app

https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen

### Repro steps

I noticed my fans started whining, so I looked into the system monitor for the cause. The cause was firefox and the webextensions process. Looking into the firefox task manager, it showed a google tab and extensons being high.

Profiling using the debugger (pausing then pressing play again multiple times and looking what places are executed), showed this extension and some script (that handled `message` events) on google.com as the cause. 

Debugging using `window.addEventListener('message', (e) => console.log(e))` showed the following spam repeated:

```
message { target: Window, isTrusted: true, data: {…}, origin: ""https://www.google.com"", lastEventId: """", source: Window, ports: Restricted, srcElement: Window, currentTarget: Window, eventPhase: 2, … }
​
bubbles: false
​
cancelBubble: false
​
cancelable: false
​
composed: false
​
currentTarget: null
​
data: Object { source: ""react-devtools-content-script"", hello: true }
​
defaultPrevented: false
​
eventPhase: 0
​
explicitOriginalTarget: Window https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen
​
isTrusted: true
​
lastEventId: """"
​
origin: ""https://www.google.com""
​
originalTarget: Window https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen
​
ports: Array []
​
returnValue: true
​
source: Window https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen
​
srcElement: Window https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen
​
target: Window https://www.google.com/search?client=firefox-b-d&q=sociale+huur+samenwonen
​
timeStamp: 536381
​
type: ""message""
​
<get isTrusted()>: function isTrusted()
​
<prototype>: MessageEventPrototype { initMessageEvent: initMessageEvent(), data: Getter, origin: Getter, … }
​​
constructor: function MessageEvent()
​​
data: 
​​
initMessageEvent: function initMessageEvent()
​​
lastEventId: 
​​
origin: 
​​
ports: 
​​
source: 
​​
Symbol(Symbol.toStringTag): ""MessageEvent""
​​
<get data()>: function data()
​​
<get lastEventId()>: function lastEventId()
​​
<get origin()>: function origin()
​​
<get ports()>: function ports()
​​
<get source()>: function source()
​​
<prototype>: EventPrototype { composedPath: composedPath(), stopPropagation: stopPropagation(), stopImmediatePropagation: stopImmediatePropagation(), … }
debugger eval code:1:51
```


### How often does this bug happen?

Often

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

```text

```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text

```",https://github.com/facebook/react/issues/35515
facebook/react,35515,Issue,CarlosEduJs,2026-01-15 14:24:36+00:00,"I believe there's a verification missing. From what I've seen, React DevTools basically sends a ""hello"" and waits for a response; but, for example, if that message is captured and relayed by some other script, it goes back to the original listener and triggers another ""hello,"" creating an infinite loop that consumes CPU resources. I took a look at your debug:

1. DevTools sends the ""hello"" message.

2. Google Search (or some script on the page) forwards this message back via postMessage.

3. The original DevTools listener receives it again -> triggers another ""hello"" message -> infinite loop.",https://github.com/facebook/react/issues/35515#issuecomment-3755139571
facebook/react,35514,Pull Request,dependabot[bot],2026-01-15 05:25:51+00:00,"Bumps [diff](https://github.com/kpdecker/jsdiff) from 3.5.0 to 8.0.3.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/kpdecker/jsdiff/blob/master/release-notes.md"">diff's changelog</a>.</em></p>
<blockquote>
<h2>8.0.3</h2>
<ul>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/631"">#631</a> - <strong>fix support for using an <code>Intl.Segmenter</code> with <code>diffWords</code></strong>. This has been almost completely broken since the feature was added in v6.0.0, since it would outright crash on any text that featured two consecutive newlines between a pair of words (a very common case).</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/635"">#635</a> - <strong>small tweaks to tokenization behaviour of <code>diffWords</code></strong> when used <em>without</em> an <code>Intl.Segmenter</code>. Specifically, the soft hyphen (U+00AD) is no longer considered to be a word break, and the multiplication and division signs (<code>×</code> and <code>÷</code>) are now treated as punctuation instead of as letters / word characters.</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/641"">#641</a> - <strong>the format of file headers in <code>createPatch</code> etc. patches can now be customised somewhat</strong>. It now takes a <code>headerOptions</code> option that can be used to disable the file headers entirely, or omit the <code>Index:</code> line and/or the underline. In particular, this was motivated by a request to make jsdiff patches compatible with react-diff-view, which they now are if produced with <code>headerOptions: FILE_HEADERS_ONLY</code>.</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/647"">#647</a> and <a href=""https://redirect.github.com/kpdecker/jsdiff/pull/649"">#649</a> - <strong>fix denial-of-service vulnerabilities in <code>parsePatch</code> whereby adversarial input could cause a memory-leaking infinite loop, typically crashing the calling process</strong>. Also fixed ReDOS vulnerabilities whereby adversarially-crafted patch headers could take cubic time to parse. Now, <code>parsePatch</code> should reliably take linear time. (Handling of headers that include the line break characters <code>\r</code>, <code>\u2028</code>, or <code>\u2029</code> in non-trailing positions is also now more reasonable as side effect of the fix.)</li>
</ul>
<h2>8.0.2</h2>
<ul>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/616"">#616</a> <strong>Restored compatibility of <code>diffSentences</code> with old Safari versions.</strong> This was broken in 8.0.0 by the introduction of a regex with a <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Regular_expressions/Lookbehind_assertion"">lookbehind assertion</a>; these weren't supported in Safari prior to version 16.4.</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/612"">#612</a> <strong>Improved tree shakeability</strong> by marking the built CJS and ESM packages with <code>sideEffects: false</code>.</li>
</ul>
<h2>8.0.1</h2>
<ul>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/610"">#610</a> <strong>Fixes types for <code>diffJson</code> which were broken by 8.0.0</strong>. The new bundled types in 8.0.0 only allowed <code>diffJson</code> to be passed string arguments, but it should've been possible to pass either strings or objects (and now is). Thanks to Josh Kelley for the fix.</li>
</ul>
<h2>8.0.0</h2>
<ul>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/580"">#580</a> <strong>Multiple tweaks to <code>diffSentences</code></strong>:
<ul>
<li>tokenization no longer takes quadratic time on pathological inputs (reported as a ReDOS vulnerability by Snyk); is now linear instead</li>
<li>the final sentence in the string is now handled the same by the tokenizer regardless of whether it has a trailing punctuation mark or not. (Previously, &quot;foo. bar.&quot; tokenized to <code>[&quot;foo.&quot;, &quot; &quot;, &quot;bar.&quot;]</code> but &quot;foo. bar&quot; tokenized to <code>[&quot;foo.&quot;, &quot; bar&quot;]</code> - i.e. whether the space between sentences was treated as a separate token depended upon whether the final sentence had trailing punctuation or not. This was arbitrary and surprising; it is no longer the case.)</li>
<li>in a string that starts with a sentence end, like &quot;! hello.&quot;, the &quot;!&quot; is now treated as a separate sentence</li>
<li>the README now correctly documents the tokenization behaviour (it was wrong before)</li>
</ul>
</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/581"">#581</a> - <strong>fixed some regex operations used for tokenization in <code>diffWords</code> taking O(n^2) time</strong> in pathological cases</li>
<li><a href=""https://redirect.github.com/kpdecker/jsdiff/pull/595"">#595</a> - <strong>fixed a crash in patch creation functions when handling a single hunk consisting of a very large number (e.g. &gt;130k) of ",https://github.com/facebook/react/pull/35514
facebook/react,35514,Pull Request,react-sizebot,2026-01-15 05:29:39+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 4a3d993e52fd6bcadd9c3029c75df3c22684f69c...32b4a1d2f087498ed559358a26e600946e8222e9

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 608.03 kB | 608.03 kB | = | 107.61 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | = | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 667.26 kB | 667.26 kB | = | 117.51 kB | 117.51 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/facebook-www/ReactDOM-prod.classic.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 693.38 kB | 693.38 kB | = | 122.00 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/32b4a1d2f087498ed559358a26e600946e8222e9/files/facebook-www/ReactDOM-prod.modern.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 683.76 kB | 683.76 kB | = | 120.40 kB | 120.40 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against 32b4a1d2f087498ed559358a26e600946e8222e9
</p>
",https://github.com/facebook/react/pull/35514#issuecomment-3752964021
facebook/react,35513,Pull Request,rickhanlonii,2026-01-15 01:39:52+00:00,These tests are failing when you run `yarn test` locally because of timing issues. None of the tests seem to care about the time specifically. ,https://github.com/facebook/react/pull/35513
facebook/react,35513,Pull Request,react-sizebot,2026-01-15 01:43:24+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 4a3d993e52fd6bcadd9c3029c75df3c22684f69c...a738e5161e14f36a48d7a095e221101c851ffd77

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 608.03 kB | 608.03 kB | = | 107.61 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 667.26 kB | 667.26 kB | = | 117.51 kB | 117.51 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/facebook-www/ReactDOM-prod.classic.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 693.38 kB | 693.38 kB | = | 122.00 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/a738e5161e14f36a48d7a095e221101c851ffd77/files/facebook-www/ReactDOM-prod.modern.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 683.76 kB | 683.76 kB | = | 120.40 kB | 120.40 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against a738e5161e14f36a48d7a095e221101c851ffd77
</p>
",https://github.com/facebook/react/pull/35513#issuecomment-3752475234
facebook/react,35512,Pull Request,dependabot[bot],2026-01-15 00:30:42+00:00,"Bumps [undici](https://github.com/nodejs/undici) from 6.21.2 to 6.23.0.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/nodejs/undici/releases"">undici's releases</a>.</em></p>
<blockquote>
<h2>v6.23.0</h2>
<h2>⚠️ Security Release</h2>
<p>This fixes <a href=""https://github.com/nodejs/undici/security/advisories/GHSA-g9mf-h72j-4rw9"">https://github.com/nodejs/undici/security/advisories/GHSA-g9mf-h72j-4rw9</a> and CVE-2026-22036.</p>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/nodejs/undici/compare/v6.22.0...v6.23.0"">https://github.com/nodejs/undici/compare/v6.22.0...v6.23.0</a></p>
<h2>v6.22.0</h2>
<h2>What's Changed</h2>
<ul>
<li>fix: fix wrong stream canceled up after cloning (v6) by <a href=""https://github.com/snyamathi""><code>@​snyamathi</code></a> in <a href=""https://redirect.github.com/nodejs/undici/pull/4414"">nodejs/undici#4414</a></li>
<li>[Backport v6.x] fix: fix EnvHttpProxyAgent for the Node.js bundle by <a href=""https://github.com/github-actions""><code>@​github-actions</code></a>[bot] in <a href=""https://redirect.github.com/nodejs/undici/pull/4432"">nodejs/undici#4432</a></li>
<li>feat(ProxyAgent): match Curl behavior in HTTP-&gt;HTTP Proxy connections (<a href=""https://redirect.github.com/nodejs/undici/issues/4180"">#4180</a>) by <a href=""https://github.com/metcoder95""><code>@​metcoder95</code></a> in <a href=""https://redirect.github.com/nodejs/undici/pull/4433"">nodejs/undici#4433</a></li>
<li>feat(ProxyAgent) improve Curl-y behavior in HTTP-&gt;HTTP Proxy connections (<a href=""https://redirect.github.com/nodejs/undici/issues/4180"">#4180</a>) (<a href=""https://redirect.github.com/nodejs/undici/issues/4340"">#4340</a>) by <a href=""https://github.com/metcoder95""><code>@​metcoder95</code></a> in <a href=""https://redirect.github.com/nodejs/undici/pull/4445"">nodejs/undici#4445</a></li>
<li>Backport 4472 to v6.x by <a href=""https://github.com/Uzlopak""><code>@​Uzlopak</code></a> in <a href=""https://redirect.github.com/nodejs/undici/pull/4480"">nodejs/undici#4480</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/nodejs/undici/compare/v6.21.3...v6.22.0"">https://github.com/nodejs/undici/compare/v6.21.3...v6.22.0</a></p>
<h2>v6.21.3</h2>
<h2>What's Changed</h2>
<ul>
<li>[Backport v6.x] append crlf to formdata body by <a href=""https://github.com/github-actions""><code>@​github-actions</code></a> in <a href=""https://redirect.github.com/nodejs/undici/pull/4210"">nodejs/undici#4210</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/nodejs/undici/compare/v6.21.2...v6.21.3"">https://github.com/nodejs/undici/compare/v6.21.2...v6.21.3</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/nodejs/undici/commit/fbc31e21d7e1dffea61166ab7a827f74b6483d26""><code>fbc31e2</code></a> Bumped v6.23.0</li>
<li><a href=""https://github.com/nodejs/undici/commit/3477c948c30dd44a6431230ce67dd5d216cd0fdb""><code>3477c94</code></a> chore: release flow using provenance</li>
<li><a href=""https://github.com/nodejs/undici/commit/d3aafea7a2b3c351970c0c634b7cba8231763ca4""><code>d3aafea</code></a> fix: limit Content-Encoding chain to 5 to prevent resource exhaustion</li>
<li><a href=""https://github.com/nodejs/undici/commit/f9c91853e7a73d8148e3d2914f8200dd160dd050""><code>f9c9185</code></a> Bumped v6.22.0</li>
<li><a href=""https://github.com/nodejs/undici/commit/f670f2a27970abfd6c5b56e692f025067824726f""><code>f670f2a</code></a> feat: make UndiciErrors reliable to instanceof (<a href=""https://redirect.github.com/nodejs/undici/issues/4472"">#4472</a>) (<a href=""https://redirect.github.com/nodejs/undici/issues/4480"">#4480</a>)</li>
<li><a href=""https://github.com/nodejs/undici/commit/422e39771877f62737f9e5fbdd336aaa22610a5d""><code>422e397</code></a> feat(ProxyAgent) improve Curl-y behavior in HTTP-&gt;HTTP Proxy connections (<a href=""https://redirect.github.com/nodejs/undici/issues/41"">#41</a>...</li>
<li><a href=""https://github.com/nodejs/undici/commit/4a06ffe61fa11028a4443974ec0b0a793ee6c836""><code>4a06ffe</code></a> feat(ProxyAgent): match Curl behavior in HTTP-&gt;HTTP Proxy connections (<a href=""https://redirect.github.com/nodejs/undici/issues/4180"">#4180</a>)...</li>
<li><a href=""https://github.com/nodejs/undici/commit/4cb397400e319505647e1705f535848db5949c18""><code>4cb3974</code></a> fix: fix EnvHttpProxyAgent for the Node.js bundle (<a href=""https://redirect.github.com/nodejs/undici/issues/4064"">#4064</a>) (<a href=""https://redirect.github.com/nodejs/undici/issues/4432"">#4432</a>)</li>
<li><a href=""https://github.com/nodejs/undici/commit/44c23e5e166a30dd57eed47f1d4911b8ba77ce89""><code>44c23e5</code></a> fix: fix wrong stream canceled up after cloning (v6) (<a href=""https://redirect.github.com/nodejs/undici/issues/4414"">#4414</a>)</li>
<li><a href=""https://github.com/nodejs/undici/commit/da0e823ac0e89390256d61c429df0cf236afb79e""><code>da0e823</code></a> Bumped v6.21.4</li>
<li>Add",https://github.com/facebook/react/pull/35512
facebook/react,35511,Pull Request,sebmarkbage,2026-01-14 23:35:33+00:00,"If an initial value is specified, then it's always used regardless as part of the gesture render.

If a gesture render causes an update, then previously that was not treated as deferred and could therefore be blocking the render. However, a gesture is supposed to flush synchronously ideally. Therefore we should consider these as urgent.

The effect is that useDeferredValue renders the previous state.",https://github.com/facebook/react/pull/35511
facebook/react,35511,Pull Request,sebmarkbage,2026-01-14 23:38:35+00:00,"I'm not actually sure this is better because the ""previous"" state is kind of arbitrary in these simulated environments. If you did an actual Transition at the end then that would not include this deferred value and you'd typically not see this state for those. But I think in the case where something is structured in such a way that you do have a shared deferred value that updates it probably makes sense to treat that similar to if you did a sync navigation since that's effective what the gesture has to be.",https://github.com/facebook/react/pull/35511#issuecomment-3752197939
facebook/react,35511,Pull Request,react-sizebot,2026-01-14 23:38:44+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 4a3d993e52fd6bcadd9c3029c75df3c22684f69c...9ab381c8d7b68d3cd662236dd5967b8b9a5cc648

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 608.03 kB | 607.61 kB | = | 107.61 kB | 107.53 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 667.26 kB | 666.83 kB | = | 117.51 kB | 117.42 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/facebook-www/ReactDOM-prod.classic.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 693.38 kB | 692.91 kB | = | 122.00 kB | 121.92 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/9ab381c8d7b68d3cd662236dd5967b8b9a5cc648/files/facebook-www/ReactDOM-prod.modern.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 683.76 kB | 683.34 kB | = | 120.40 kB | 120.31 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against 9ab381c8d7b68d3cd662236dd5967b8b9a5cc648
</p>
",https://github.com/facebook/react/pull/35511#issuecomment-3752198586
facebook/react,35510,Pull Request,sebmarkbage,2026-01-14 20:18:08+00:00,"Stacked on #35487.

This is slightly different because the first suspended commit is on blockers that prevent us from committing which still needs to be resolved first.

If a gesture lane has to be rerendered while the gesture is happening then it reenters this state with a new tree. (Currently this doesn't happen for a ping I think which is not really how it usually works but better in this case.)",https://github.com/facebook/react/pull/35510
facebook/react,35510,Pull Request,react-sizebot,2026-01-14 20:21:38+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 35a81cecf7d5be11dbf589575b1c93fdf224ba4a...3a51d91f789c730e9c7821606e285320f8c4b25c

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **=** | 6.84 kB | 6.84 kB | = | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **=** | 608.20 kB | 608.20 kB | = | 107.66 kB | 107.66 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **=** | 6.84 kB | 6.84 kB | = | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.14%** | 669.74 kB | 670.66 kB | +0.07% | 118.00 kB | 118.08 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/facebook-www/ReactDOM-prod.classic.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **=** | 693.57 kB | 693.57 kB | = | 122.05 kB | 122.05 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/facebook-www/ReactDOM-prod.modern.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **=** | 683.95 kB | 683.95 kB | = | 120.44 kB | 120.44 kB

## Significant size changes

Includes any change greater than 0.2%:


<details>
<summary>Expand to show</summary>

  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-experimental/react-art/cjs/react-art.production.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-art/cjs/react-art.production.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.46%** | 356.88 kB | 358.53 kB | +0.38% | 60.22 kB | 60.45 kB
| [oss-experimental/react-reconciler/cjs/react-reconciler.profiling.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-reconciler/cjs/react-reconciler.profiling.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.29%** | 566.12 kB | 567.78 kB | +0.29% | 88.17 kB | 88.42 kB
| [oss-experimental/react-art/cjs/react-art.development.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-art/cjs/react-art.development.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.26%** | 731.96 kB | 733.87 kB | +0.27% | 115.16 kB | 115.46 kB
| [oss-experimental/react-reconciler/cjs/react-reconciler.development.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-reconciler/cjs/react-reconciler.development.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.23%** | 860.38 kB | 862.37 kB | +0.22% | 134.01 kB | 134.30 kB
| [oss-experimental/react-dom/cjs/react-dom-profiling.profiling.js](https://react-builds.vercel.app/commits/3a51d91f789c730e9c7821606e285320f8c4b25c/files/oss-experimental/react-dom/cjs/react-dom-profiling.profiling.js?compare=35a81cecf7d5be11dbf589575b1c93fdf224ba4a) | **+0.21%** | 748.39 kB | 749.95 kB | +0.22% | 129.36 kB | 129.64 kB
</details>


<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against 3a51d91f789c730e9c7821606e285320f8c4b25c
</p>
",https://github.com/facebook/react/pull/35510#issuecomment-3751566954
facebook/react,35510,Pull Request,sebmarkbage,2026-01-15 03:20:29+00:00,I also pushed some commits related to performance track logging of these new types of phases and gaps.,https://github.com/facebook/react/pull/35510#issuecomment-3752722478
